pair,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
AUDUSD,8,3,5,37.5,0.1828076540444664,-3394.5808451115972,-0.6033397419063317
EURUSD,9,3,6,33.33333333333333,0.19834887342262603,-3653.8534258891264,-0.4099774522505757
GBPJPY,14,7,7,50.0,0.5513470166376346,-2410.43614182946,-0.28156509804662944
GBPUSD,7,2,5,28.57142857142857,0.34945731716909023,-2351.3864612565712,-0.5915568829840873
USDCAD,11,9,2,81.81818181818183,2.690656978748804,2107.558588501094,0.2991811729868831
USDCHF,11,5,6,45.45454545454545,0.21697487440421426,-3512.3263784553837,-0.528723471188452
USDJPY,12,7,5,58.333333333333336,0.5478690913658183,-1179.0653725163295,-0.33261185442190516
