trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2016-09-01T11:39:00+00:00,SHORT,1.11464,1.11464,1.113254,0.00099,SL,1.11464,2016-09-01T11:39:00.249000+00:00,-1.0,-506.0505,505.0505
N/A,2016-09-02T12:30:00+00:00,SHORT,1.12289,1.1159599999999998,1.132592,0.0069300000000001,TP,1.132592,2016-09-02T12:30:00.042000+00:00,1.4,-70.7501,72.1501
N/A,2016-09-05T12:00:00+00:00,SHORT,1.11583,1.11583,1.115102,0.00052,SL,1.11583,2016-09-05T12:00:00.505000+00:00,-1.0,-962.5385,961.5385
N/A,2016-09-06T14:00:00+00:00,SHORT,1.11956,1.11956,1.1243200000000004,0.0034000000000002,TP,1.1243200000000004,2016-09-06T14:00:00.132000+00:00,1.4,-145.6588,147.0588
N/A,2016-09-07T14:24:00+00:00,SHORT,1.12448,1.12448,1.1206159999999994,0.0027600000000003,SL,1.12448,2016-09-07T14:24:00.059000+00:00,-1.0,-182.1594,181.1594
N/A,2016-09-08T11:09:00+00:00,SHORT,1.1287,1.1287,1.1245699999999996,0.0029500000000002,SL,1.1287,2016-09-08T11:09:01.215000+00:00,-1.0,-170.4915,169.4915
N/A,2016-09-09T12:06:00+00:00,SHORT,1.12586,1.12586,1.1239279999999998,0.0013800000000001,SL,1.12586,2016-09-09T12:06:00.007000+00:00,-1.0,-363.3188,362.3188
N/A,2016-09-12T16:15:00+00:00,SHORT,1.12364,1.12364,1.1249980000000002,0.0009700000000001,TP,1.1249980000000002,2016-09-12T16:15:00.159000+00:00,1.4,-514.0639,515.4639
N/A,2016-09-13T12:27:00+00:00,SHORT,1.12425,1.12425,1.1223879999999995,0.0013300000000002,SL,1.12425,2016-09-13T12:27:00.146000+00:00,-1.0,-376.9398,375.9398
N/A,2016-09-14T16:21:00+00:00,SHORT,1.12623,1.12623,1.124452,0.0012700000000001,SL,1.12623,2016-09-14T16:21:02.112000+00:00,-1.0,-394.7008,393.7008
N/A,2016-09-15T13:03:00+00:00,SHORT,1.12415,1.12415,1.1215879999999996,0.0018300000000002,SL,1.12415,2016-09-15T13:03:00.382000+00:00,-1.0,-274.224,273.224
N/A,2016-09-16T11:42:00+00:00,SHORT,1.12225,1.12225,1.1234400000000002,0.0008500000000002,TP,1.1234400000000002,2016-09-16T11:42:00.031000+00:00,1.4,-586.8353,588.2353
N/A,2016-09-19T18:33:00+00:00,SHORT,1.11765,1.11765,1.1184200000000004,0.0005500000000002,TP,1.1184200000000004,2016-09-19T18:33:00.024000+00:00,1.4,-907.6909,909.0909
N/A,2016-09-20T16:15:00+00:00,SHORT,1.11661,1.11661,1.1156159999999995,0.0007100000000002,SL,1.11661,2016-09-20T16:15:00.055000+00:00,-1.0,-705.2254,704.2254
N/A,2016-09-21T18:06:00+00:00,SHORT,1.11895,1.1134399999999998,1.126664,0.0055100000000001,TP,1.126664,2016-09-21T18:06:00.023000+00:00,1.4,-89.3441,90.7441
N/A,2016-09-22T14:15:00+00:00,SHORT,1.12412,1.12412,1.1219499999999998,0.0015500000000001,SL,1.12412,2016-09-22T14:15:00.189000+00:00,-1.0,-323.5806,322.5806
N/A,2016-09-23T12:15:00+00:00,SHORT,1.1218,1.1218,1.1228360000000002,0.0007400000000001,TP,1.1228360000000002,2016-09-23T12:15:00.116000+00:00,1.4,-674.2757,675.6757
N/A,2016-09-26T11:12:00+00:00,SHORT,1.12476,1.12476,1.1256420000000005,0.0006300000000001,TP,1.1256420000000005,2016-09-26T11:12:00.240000+00:00,1.4,-792.2508,793.6508
N/A,2016-09-27T14:15:00+00:00,SHORT,1.12055,1.12055,1.1184359999999995,0.0015100000000003,SL,1.12055,2016-09-27T14:15:00.119000+00:00,-1.0,-332.1258,331.1258
N/A,2016-09-28T13:06:00+00:00,SHORT,1.12197,1.12197,1.1204019999999997,0.0011200000000002,SL,1.12197,2016-09-28T13:06:00.002000+00:00,-1.0,-447.4286,446.4286
N/A,2016-09-29T13:27:00+00:00,SHORT,1.12099,1.12099,1.122964,0.0014100000000001,TP,1.122964,2016-09-29T13:27:00.009000+00:00,1.4,-353.2099,354.6099
N/A,2016-09-30T12:30:00+00:00,SHORT,1.11696,1.11696,1.1193820000000003,0.0017300000000002,TP,1.1193820000000003,2016-09-30T12:30:00.021000+00:00,1.4,-287.6173,289.0173
