trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2016-10-04T17:06:00+00:00,SHORT,1.12026,1.12026,1.1223600000000005,0.0015000000000002,TP,1.1223600000000005,2016-10-04T17:06:01.695000+00:00,1.4,-331.9333,333.3333
N/A,2016-10-05T13:06:00+00:00,SHORT,1.12115,1.12115,1.1221020000000004,0.0006800000000002,TP,1.1221020000000004,2016-10-05T13:06:00.264000+00:00,1.4,-733.8941,735.2941
N/A,2016-10-06T11:00:00+00:00,SHORT,1.1186,1.1186,1.1177459999999997,0.0006100000000002,SL,1.1186,2016-10-06T11:00:00.056000+00:00,-1.0,-820.6721,819.6721
N/A,2016-10-07T13:00:00+00:00,SHORT,1.11821,1.11821,1.120688,0.00177,TP,1.120688,2016-10-07T13:00:00.025000+00:00,1.4,-281.0859,282.4859
N/A,2016-10-10T11:09:00+00:00,SHORT,1.11646,1.11646,1.1155639999999998,0.0006400000000001,SL,1.11646,2016-10-10T11:09:00.258000+00:00,-1.0,-782.25,781.25
N/A,2016-10-11T16:00:00+00:00,SHORT,1.10684,1.1053099999999998,1.1089820000000004,0.0015300000000002,TP,1.1089820000000004,2016-10-11T16:00:00.190000+00:00,1.4,-325.3974,326.7974
N/A,2016-10-12T14:00:00+00:00,SHORT,1.10366,1.1008699999999998,1.1075660000000005,0.0027900000000002,TP,1.1075660000000005,2016-10-12T14:00:00.036000+00:00,1.4,-177.8115,179.2115
N/A,2016-10-13T17:00:00+00:00,SHORT,1.10442,1.10442,1.1051340000000005,0.0005100000000002,TP,1.1051340000000005,2016-10-13T17:00:00.005000+00:00,1.4,-978.9922,980.3922
N/A,2016-10-14T13:36:00+00:00,SHORT,1.10143,1.10143,1.103922,0.0017800000000001,TP,1.103922,2016-10-14T13:36:00.382000+00:00,1.4,-279.4989,280.8989
N/A,2016-10-18T11:00:00+00:00,SHORT,1.1003,1.1003,1.0992639999999998,0.0007400000000001,SL,1.1003,2016-10-18T11:00:00.179000+00:00,-1.0,-676.6757,675.6757
N/A,2016-10-19T12:21:00+00:00,SHORT,1.09648,1.09648,1.0940999999999996,0.0017000000000002,SL,1.09648,2016-10-19T12:21:00.491000+00:00,-1.0,-295.1176,294.1176
N/A,2016-10-20T11:57:00+00:00,SHORT,1.0976,1.0988400000000005,1.0958639999999995,0.0012400000000003,BE,1.0976,2016-10-20T12:00:05.225000+00:00,0.0,-403.2258,403.2258
N/A,2016-10-21T12:00:00+00:00,SHORT,1.08835,1.08835,1.0874119999999994,0.0006700000000003,SL,1.08835,2016-10-21T12:00:00.100000+00:00,-1.0,-747.2687,746.2687
N/A,2016-10-24T13:15:00+00:00,SHORT,1.08861,1.08861,1.0870419999999998,0.0011200000000002,SL,1.08861,2016-10-24T13:15:00.586000+00:00,-1.0,-447.4286,446.4286
N/A,2016-10-25T15:00:00+00:00,SHORT,1.08634,1.08634,1.0870680000000006,0.0005200000000002,TP,1.0870680000000006,2016-10-25T15:00:00.634000+00:00,1.4,-960.1385,961.5385
N/A,2016-10-26T13:45:00+00:00,SHORT,1.09176,1.09176,1.0875879999999998,0.0029800000000002,SL,1.09176,2016-10-26T13:45:00.167000+00:00,-1.0,-168.7852,167.7852
N/A,2016-10-27T11:06:00+00:00,SHORT,1.09286,1.09197,1.094106,0.00089,TP,1.094106,2016-10-27T11:06:00.817000+00:00,1.4,-560.3978,561.7978
N/A,2016-10-28T12:21:00+00:00,SHORT,1.09236,1.09236,1.0941100000000004,0.0012500000000001,TP,1.0941100000000004,2016-10-28T12:21:01.139000+00:00,1.4,-398.6,400.0
N/A,2016-10-31T18:57:00+00:00,SHORT,1.0965,1.0977900000000005,1.0946939999999996,0.0012900000000002,BE,1.0965,2016-10-31T18:59:59.934000+00:00,0.0,-387.5969,387.5969
