pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,6,3,3,50.0,-2.8801552612241488,-2880.1552612241494,-0.4800258768706915,2.5815887496931333,0.22057633978781743
EURUSD,2021,7,1,6,14.285714285714285,-4.278694124830518,-4278.694124830518,-0.6112420178329312,3.0316291976328302,0.004059308730741271
