context_key,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
compression_breakout|fri|late|active|deep|short,1,1,0,100.0,inf,240.52533465164893,0.3956199278668504
compression_breakout|mon_tue|core|active|deep|short,3,2,1,66.66666666666666,26.034540231098035,184.07287800155837,0.14198996955994472
compression_breakout|wed_thu|core|active|mild|short,2,2,0,100.0,inf,130.05468420461332,0.1933663826481757
compression_breakout|fri|late|balanced|deep|short,1,1,0,100.0,inf,123.40940766052478,0.28410679762737256
compression_breakout|fri|core|active|mild|long,1,1,0,100.0,inf,61.8033560536258,0.1970972704345294
compression_breakout|mon_tue|core|active|mild|long,2,2,0,100.0,inf,48.63435718951257,0.08558109027853862
compression_breakout|fri|late|active|mild|short,1,1,0,100.0,inf,40.32153071892925,0.14651514605914642
compression_breakout|mon_tue|core|balanced|deep|long,1,1,0,100.0,inf,26.855031490096515,0.09639604611084977
compression_breakout|wed_thu|core|active|mild|long,1,1,0,100.0,inf,10.058033349690646,0.03945140189009745
compression_breakout|fri|core|balanced|mild|long,1,1,0,100.0,inf,4.057264892546883,0.01790828258874559
compression_breakout|wed_thu|late|balanced|deep|short,1,0,1,0.0,0.0,-16.135564260537016,-0.09071295442427797
compression_breakout|mon_tue|late|active|deep|long,1,0,1,0.0,0.0,-25.010433782871544,-0.12904931805805314
compression_breakout|mon_tue|core|balanced|mild|short,3,1,2,33.33333333333333,0.37434923345670107,-182.85997321308486,-0.5624893937510342
compression_breakout|fri|core|active|deep|short,3,2,1,66.66666666666666,0.408243093336408,-192.3593939487974,-0.41740968743107687
compression_breakout|mon_tue|core|balanced|mild|long,1,0,1,0.0,0.0,-235.13017606364087,-2.567071740753788
compression_breakout|wed_thu|late|active|mild|long,2,1,1,50.0,0.22662501850396138,-253.53771909357903,-0.7076001934009911
compression_breakout|wed_thu|late|active|deep|short,2,1,1,50.0,0.20096146111826377,-275.7475971439983,-0.7472031643835945
compression_breakout|wed_thu|late|active|deep|long,2,1,1,50.0,0.05256930399055903,-276.5511922453559,-0.8561622528800996
compression_breakout|wed_thu|core|active|deep|long,3,2,1,66.66666666666666,0.1016192451003329,-342.1819957090232,-0.4574807677970507
compression_breakout|fri|core|balanced|mild|short,1,0,1,0.0,0.0,-353.22912966458716,-1.611030112474274
compression_breakout|mon_tue|core|active|mild|short,2,1,1,50.0,0.011395293924795024,-354.37576668922765,-0.7702528147226064
compression_breakout|fri|core|balanced|deep|long,1,0,1,0.0,0.0,-370.32017501591304,-1.6209780962047955
compression_breakout|mon_tue|core|balanced|deep|short,2,0,2,0.0,0.0,-397.2360709092243,-0.7945176983582104
compression_breakout|wed_thu|core|balanced|mild|long,1,0,1,0.0,0.0,-417.07587630246445,-1.50537855597803
compression_breakout|fri|late|active|deep|long,1,0,1,0.0,0.0,-428.35565958560846,-1.4484275274992442
compression_breakout|mon_tue|late|active|mild|long,1,0,1,0.0,0.0,-484.0583714242901,-1.371096309099472
compression_breakout|mon_tue|core|active|deep|long,3,1,2,33.33333333333333,0.031682908334100035,-494.9975544065438,-0.4274666886229488
compression_breakout|fri|late|balanced|deep|long,1,0,1,0.0,0.0,-517.3717843036915,-1.3751758929466125
compression_breakout|wed_thu|late|calm|deep|short,1,0,1,0.0,0.0,-535.8651732405499,-1.3392023863559217
compression_breakout|wed_thu|core|balanced|deep|short,1,0,1,0.0,0.0,-765.7349070366591,-1.1611926342672763
compression_breakout|wed_thu|late|balanced|mild|long,2,0,2,0.0,0.0,-783.3789576989585,-1.6078984010768158
compression_breakout|wed_thu|core|balanced|deep|long,1,0,1,0.0,0.0,-817.930027608502,-1.2139599752244539
compression_breakout|fri|late|active|mild|long,3,0,3,0.0,0.0,-987.6631170419437,-1.0777051911490683
compression_breakout|fri|core|active|mild|short,3,0,3,0.0,0.0,-1206.7798748015011,-1.289730543161574
compression_breakout|fri|core|active|deep|long,3,0,3,0.0,0.0,-1372.602965961892,-1.4582851125914338
compression_breakout|wed_thu|core|active|deep|short,3,0,3,0.0,0.0,-1529.001681673938,-1.345760468137949
