pair,year,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2022,1,1,0,741.664064641663,inf
EURUSD,2023,1,0,1,-694.018051542309,0.0
EURUSD,2024,2,1,1,-189.13621336871643,0.7792805476946634
EURUSD,2025,2,1,1,309.46671526097055,1.829748889106726
