pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2020,84,30,54,35.714285714285715,-30.750652512565942,-30750.652512565943,-0.36607919657816596,30.852430786503238,0.46658196053091505
EURUSD,2021,55,29,26,52.72727272727272,-3.888472723724891,-3888.4727237248917,-0.0706995040677253,9.751055851911632,0.863703476316751
