pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,context_trades_before,context_win_rate_before,context_expectancy_before
USDJPY,long,2020-01-22 13:05:00-05:00,2020-01-22 13:10:00-05:00,109.8905,109.86965964950468,2000000,-379.34999172360386,-459.34999172360386,-1.4554928187335914,80.0,stop_loss,adaptive_session_reversion,wed_thu|core|balanced|mild|long,0,0.0,0.0
USDJPY,long,2020-02-14 13:25:00-05:00,2020-02-14 13:30:00-05:00,109.7315,109.7386213128091,1990000,129.12448738148572,49.524487381485706,0.1799733391320428,79.60000000000001,take_profit,adaptive_session_reversion,fri|core|balanced|deep|long,0,0.0,0.0
USDJPY,short,2020-03-12 11:30:00-04:00,2020-03-12 11:35:00-04:00,105.1895,105.35986782882145,470000,-758.668228853215,-777.468228853215,-1.0428943196403206,18.8,stop_loss,adaptive_session_reversion,wed_thu|early|balanced|deep|short,0,0.0,0.0
USDJPY,long,2020-04-08 11:50:00-04:00,2020-04-08 12:10:00-04:00,108.7095,108.7379954395497,1762000,461.73833202965994,391.2583320296599,0.5281352314816613,70.48,take_profit,adaptive_session_reversion,wed_thu|early|balanced|deep|long,0,0.0,0.0
USDJPY,short,2020-04-21 13:10:00-04:00,2020-04-21 13:20:00-04:00,107.7465,107.78385624843713,1984000,-687.585090446938,-766.9450904469379,-1.2303402517336781,79.36,stop_loss,adaptive_session_reversion,mon_tue|core|balanced|deep|short,0,0.0,0.0
USDJPY,short,2020-04-22 12:20:00-04:00,2020-04-22 12:35:00-04:00,107.8485,107.81150000000001,1968000,675.422974176166,596.702974176166,0.9130878939233837,78.72000000000001,mean_reversion_exit,adaptive_session_reversion,wed_thu|early|balanced|deep|short,1,0.0,-1.0428943196403206
USDJPY,long,2020-04-22 14:00:00-04:00,2020-04-22 14:10:00-04:00,107.75450000000001,107.76864748638748,1980000,259.91689056808787,180.71689056808788,0.3901164212916554,79.2,take_profit,adaptive_session_reversion,wed_thu|core|balanced|mild|long,1,0.0,-1.4554928187335914
USDJPY,long,2020-05-26 13:40:00-04:00,2020-05-26 13:50:00-04:00,107.5755,107.59349999999999,1984000,331.9051646418874,252.54516464188737,0.6322292295812755,79.36,mean_reversion_exit,adaptive_session_reversion,mon_tue|core|balanced|mild|long,0,0.0,0.0
USDJPY,long,2020-05-28 11:05:00-04:00,2020-05-28 11:15:00-04:00,107.66250000000001,107.6224116644459,1989000,-740.927923516114,-820.4879235161139,-1.2138732336576201,79.56,stop_loss,adaptive_session_reversion,wed_thu|early|balanced|deep|long,1,1.0,0.5281352314816613
USDJPY,long,2020-07-06 13:30:00-04:00,2020-07-06 13:35:00-04:00,107.4355,107.41602180666568,1972000,-357.58103552708,-436.46103552708,-1.4882118873544097,78.88000000000001,stop_loss,adaptive_session_reversion,mon_tue|core|balanced|mild|long,1,1.0,0.6322292295812755
USDJPY,long,2020-07-16 12:20:00-04:00,2020-07-16 12:25:00-04:00,107.0935,107.1375,1964000,806.5633137640489,728.0033137640489,1.7656307038526955,78.56,mean_reversion_exit,adaptive_session_reversion,wed_thu|early|balanced|deep|long,2,0.5,-0.3428690010879794
USDJPY,short,2020-07-20 11:50:00-04:00,2020-07-20 12:10:00-04:00,107.2085,107.18650000000001,1978000,405.9972197081898,326.8772197081898,0.6162899920180405,79.12,mean_reversion_exit,adaptive_session_reversion,mon_tue|early|balanced|deep|short,0,0.0,0.0
USDJPY,short,2020-08-05 14:55:00-04:00,2020-08-05 15:20:00-04:00,105.62349999999999,105.6089817176209,1985000,272.8612867482128,193.46128674821284,0.3999384483484891,79.4,take_profit,adaptive_session_reversion,wed_thu|late|active|deep|short,0,0.0,0.0
USDJPY,long,2020-08-10 11:20:00-04:00,2020-08-10 11:25:00-04:00,105.7645,105.78614855697643,1989000,407.0731806169552,327.5131806169552,0.4847855714788273,79.56,take_profit,adaptive_session_reversion,mon_tue|early|active|deep|long,0,0.0,0.0
USDJPY,short,2020-08-24 14:35:00-04:00,2020-08-24 14:55:00-04:00,105.9395,105.96184917082066,1995000,-420.79499223483367,-500.5949922348336,-1.4103925791067125,79.80000000000001,stop_loss,adaptive_session_reversion,mon_tue|late|balanced|deep|short,0,0.0,0.0
USDJPY,short,2020-09-10 11:30:00-04:00,2020-09-10 11:50:00-04:00,106.1935,106.18184922608035,1985000,217.79095783436082,138.39095783436085,0.3420728336448918,79.4,take_profit,adaptive_session_reversion,wed_thu|early|balanced|deep|short,2,0.5,-0.06490321285846845
USDJPY,long,2020-09-10 13:50:00-04:00,2020-09-10 13:55:00-04:00,106.1635,106.1745,1988000,205.95603609025798,126.43603609025796,0.3624621255748891,79.52000000000001,mean_reversion_exit,adaptive_session_reversion,wed_thu|core|calm|deep|long,0,0.0,0.0
USDJPY,long,2020-09-11 14:45:00-04:00,2020-09-11 15:00:00-04:00,106.0985,106.105772658527,1991000,136.46215803803503,56.822158038035035,0.19676193600211447,79.64,take_profit,adaptive_session_reversion,fri|late|calm|deep|long,0,0.0,0.0
USDJPY,long,2020-09-30 14:40:00-04:00,2020-09-30 14:50:00-04:00,105.4815,105.49518076382249,1992000,258.30132727742404,178.62132727742403,0.3853590423652742,79.68,take_profit,adaptive_session_reversion,wed_thu|late|balanced|deep|long,0,0.0,0.0
USDJPY,short,2020-10-15 14:15:00-04:00,2020-10-15 14:25:00-04:00,105.4405,105.4302165899707,1995000,194.59159813766883,114.79159813766881,0.30813040701066974,79.80000000000001,take_profit,adaptive_session_reversion,wed_thu|core|balanced|deep|short,0,0.0,0.0
USDJPY,short,2020-10-16 14:20:00-04:00,2020-10-16 14:25:00-04:00,105.4065,105.4015,1998000,94.78358223107568,14.863582231075682,0.0647341838346209,79.92,mean_reversion_exit,adaptive_session_reversion,fri|core|balanced|mild|short,0,0.0,0.0
USDJPY,short,2020-10-19 11:20:00-04:00,2020-10-19 11:30:00-04:00,105.4325,105.45849776001256,1998000,-492.5144075350443,-572.4344075350443,-1.3427537185615233,79.92,stop_loss,adaptive_session_reversion,mon_tue|early|balanced|deep|short,1,1.0,0.6162899920180405
USDJPY,short,2020-10-29 12:10:00-04:00,2020-10-29 12:45:00-04:00,104.6315,104.6665,1986000,-664.131546009509,-743.571546009509,-1.2659186374706475,79.44000000000001,time_stop,adaptive_session_reversion,wed_thu|early|active|deep|short,0,0.0,0.0
USDJPY,short,2020-10-30 11:05:00-04:00,2020-10-30 11:10:00-04:00,104.61449999999999,104.65432547885325,1971000,-750.0527339592838,-828.8927339592838,-1.2111630762918806,78.84,stop_loss,adaptive_session_reversion,fri|early|active|deep|short,0,0.0,0.0
USDJPY,short,2020-11-04 13:25:00-05:00,2020-11-04 13:35:00-05:00,104.5645,104.54280792755844,1955000,405.6629196789378,327.46291967893774,0.4867086656919838,78.2,take_profit,adaptive_session_reversion,wed_thu|core|active|mild|short,0,0.0,0.0
USDJPY,long,2020-12-09 15:05:00-05:00,2020-12-09 15:15:00-05:00,104.2495,104.2277275792417,1961000,-409.6062503071747,-488.0462503071748,-1.4199047018587578,78.44000000000001,stop_loss,adaptive_session_reversion,wed_thu|late|balanced|deep|long,1,1.0,0.3853590423652742
USDJPY,short,2020-12-22 11:50:00-05:00,2020-12-22 11:55:00-05:00,103.6455,103.62721555879399,1952000,344.3869393568361,266.30693935683604,0.4543758200709242,78.08000000000001,take_profit,adaptive_session_reversion,mon_tue|early|balanced|deep|short,2,0.5,-0.3632318632717414
USDJPY,short,2020-12-23 13:40:00-05:00,2020-12-23 13:50:00-05:00,103.5955,103.62131346313899,1957000,-487.52591091401524,-565.8059109140153,-1.3424001934699983,78.28,stop_loss,adaptive_session_reversion,wed_thu|core|balanced|deep|short,1,1.0,0.30813040701066974
USDJPY,long,2020-12-24 11:50:00-05:00,2020-12-24 12:00:00-05:00,103.6515,103.6645,1946000,244.02901570407622,166.1890157040762,0.5232612479486936,77.84,mean_reversion_exit,adaptive_session_reversion,wed_thu|early|active|mild|long,0,0.0,0.0
USDJPY,long,2020-12-29 12:25:00-05:00,2020-12-29 12:50:00-05:00,103.52250000000001,103.5675,1949000,846.8104005945257,768.8504005945257,1.667138343855582,77.96000000000001,mean_reversion_exit,adaptive_session_reversion,mon_tue|early|balanced|deep|long,0,0.0,0.0
USDJPY,long,2021-01-14 12:20:00-05:00,2021-01-14 12:45:00-05:00,103.7065,103.66832989442419,1964000,-723.1780917877525,-801.7380917877524,-1.2210324072488565,78.56,stop_loss,adaptive_session_reversion,wed_thu|early|balanced|deep|long,3,0.6666666666666666,0.3599642338922456
USDJPY,short,2021-01-15 13:55:00-05:00,2021-01-15 14:20:00-05:00,103.8425,103.83504218375363,1948000,139.90722221836955,61.987222218369546,0.1703580186326173,77.92,take_profit,adaptive_session_reversion,fri|core|active|deep|short,0,0.0,0.0
USDJPY,long,2021-01-18 11:35:00-05:00,2021-01-18 11:45:00-05:00,103.6855,103.66553631597169,1950000,-375.53595646670743,-453.53595646670743,-1.464786737151133,78.0,stop_loss,adaptive_session_reversion,mon_tue|early|balanced|deep|long,1,1.0,1.667138343855582
USDJPY,long,2021-01-25 12:50:00-05:00,2021-01-25 13:00:00-05:00,103.76950000000001,103.77845481715138,1941000,167.4708787306945,89.83087873069451,0.2699184760826219,77.64,take_profit,adaptive_session_reversion,mon_tue|core|balanced|mild|long,2,0.5,-0.4279913288865671
USDJPY,short,2021-03-23 13:45:00-04:00,2021-03-23 13:50:00-04:00,108.71849999999999,108.7080553537232,1942000,186.58874837440547,108.90874837440546,0.30607897296512815,77.68,take_profit,adaptive_session_reversion,mon_tue|core|balanced|mild|short,0,0.0,0.0
USDJPY,long,2021-03-24 12:55:00-04:00,2021-03-24 13:25:00-04:00,108.8005,108.81328452210265,1945000,228.52792957983576,150.72792957983575,0.36243825325429124,77.80000000000001,take_profit,adaptive_session_reversion,wed_thu|core|active|deep|long,0,0.0,0.0
USDJPY,long,2021-05-06 11:10:00-04:00,2021-05-06 11:40:00-04:00,109.1105,109.13684576479658,1869000,451.1905950922373,376.4305950922373,0.5154225997269084,74.76,take_profit,adaptive_session_reversion,wed_thu|early|balanced|deep|long,4,0.5,-0.035284926393029936
USDJPY,short,2021-05-10 14:05:00-04:00,2021-05-10 14:10:00-04:00,108.8215,108.82193834249561,1955000,-7.874657283930096,-86.0746572839301,-0.24444100911761613,78.2,take_profit,adaptive_session_reversion,mon_tue|core|balanced|deep|short,1,0.0,-1.2303402517336781
USDJPY,short,2021-05-19 15:00:00-04:00,2021-05-19 15:05:00-04:00,109.2075,109.25543847520166,1800000,-789.8836114258169,-861.8836114258169,-1.1767584601692997,72.0,stop_loss,adaptive_session_reversion,wed_thu|late|active|deep|short,1,1.0,0.3999384483484891
USDJPY,short,2021-05-21 11:15:00-04:00,2021-05-21 11:30:00-04:00,108.9095,108.94768504014289,1936000,-678.5398463192776,-755.9798463192776,-1.2263829791110983,77.44000000000001,stop_loss,adaptive_session_reversion,fri|early|active|deep|short,1,0.0,-1.2111630762918806
USDJPY,short,2021-05-25 11:35:00-04:00,2021-05-25 11:50:00-04:00,108.9635,108.9495,1921000,246.85624070633085,170.01624070633085,0.29584660840848537,76.84,mean_reversion_exit,adaptive_session_reversion,mon_tue|early|balanced|mild|short,0,0.0,0.0
