h1_ema_fast,h1_ema_slow,asr_h1_adx_max,asr_h1_distance_atr_max,m15_ema_period,asr_m15_extension_atr,asr_m15_rsi_long,asr_m15_rsi_short,asr_m5_reclaim_rsi_long,asr_m5_reclaim_rsi_short,stop_atr_multiple,asr_take_profit_rr_cap,asr_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,1.0,0.5,6,-13.590682954970292,-18.04902733991899,-15.10584055147368,0.35446355909454685,-3.8371934472139877,-1.2672075066048754,6.883519215445423,0.0,0.30075149413862423,100000.0,92808.33356257912,-7.191666437420874,7.661267238354055,-1.2966174525279484,0.49840485746835095,61,37,24,0,60.65573770491803,3.05,0.4,-359.5833218710483,-117.89617110526179,14.262295081967213,10.0,5,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,1.0,0.5,4,-14.157954064306605,-20.227614614783967,-15.722482692516545,0.3510527423905538,-3.7560811607264157,-1.3306602745514602,6.879379699735995,0.0,0.2883587616383545,100000.0,93095.99562133252,-6.904004378667484,7.325683126087079,-1.2945948069773916,0.4924952424076479,61,35,26,0,57.377049180327866,3.05,0.35,-345.2002189333753,-113.180399650287,13.524590163934427,10.0,6,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,1.0,0.7,4,-14.584107471074207,-12.797007333332898,-15.702144212646616,0.4145559835798769,-2.6763336954735486,-0.9256755509383235,4.784625774881921,0.0,0.4675744403230922,100000.0,95885.28536728675,-4.114714632713246,6.780845322534687,-0.7182585525566028,0.6942739795463243,57,30,27,0,52.63157894736842,2.85,0.5,-205.7357316356625,-72.18797601251313,14.210526315789474,10.0,4,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,0.8,0.7,4,-14.803930626268755,-21.137514291039224,-16.404524311228307,0.3638890234985694,-3.7043049520212645,-1.2346723565896753,6.7071381487110395,0.0,0.3073081396624196,100000.0,92950.31181371641,-7.049688186283587,7.469877892265969,-1.2422413516635846,0.5263882605724428,61,33,28,0,54.09836065573771,3.05,0.35,-352.48440931417935,-115.56865879153422,11.967213114754099,10.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,1.0,0.7,4,-14.819266431480214,-21.046736933061652,-16.421362713793304,0.37956498151813794,-3.660826193652306,-1.1930853532494874,6.754306897442776,0.0,0.3354255218633495,100000.0,92827.39359494834,-7.1726064050516625,7.888774522025152,-1.2026617849626413,0.5569268647934503,62,32,30,0,51.61290322580645,3.1,0.4,-358.6303202525832,-115.68720008147847,14.67741935483871,15.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,1.0,0.5,4,-15.829288965899236,-20.553789032412006,-17.15921808098373,0.3527280276067312,-3.034367363292062,-1.1165780325441268,5.112392625988335,0.0,0.3159945146490463,100000.0,93771.79149933008,-6.228208500669918,7.863041088769197,-1.1947422697371386,0.5192565112818797,57,31,26,0,54.385964912280706,2.85,0.4,-311.410425033494,-109.26681580122597,13.508771929824562,10.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,1.0,0.5,4,-15.871338800818524,-22.766332663763237,-17.666994416675863,0.32518990304304635,-4.041227991644398,-1.3933309937894858,6.815380263652322,0.0,0.26572385354640127,100000.0,92257.92499236792,-7.742075007632088,8.160133694075117,-1.4210882957462645,0.46151976208585965,61,34,27,0,55.73770491803278,3.05,0.35,-387.10375038160373,-126.91926242019792,13.60655737704918,10.0,5,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,0.8,0.7,4,-16.329111688762808,-21.223629149138752,-17.63775346814894,0.3683831684202912,-2.840811389739856,-0.9975926939774302,4.945685260542831,0.0,0.33665568353455594,100000.0,94049.06735632963,-5.95093264367037,7.437873238897443,-1.075606953889537,0.5697509887275245,57,29,28,0,50.877192982456144,2.85,0.35,-297.5466321835156,-104.40232708193531,11.491228070175438,10.0,5,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,0.8,0.5,6,-20.07412143499724,-29.007786226388244,-22.370503376556485,0.2446041048518407,-4.4760198276369625,-1.6667581360594828,6.451459303342381,0.0,0.1908790411492148,100000.0,90788.536534973,-9.211463465027004,9.449979014629658,-1.7731752917003047,0.36818228988751533,62,33,29,0,53.2258064516129,3.1,0.25,-460.57317325134875,-148.5719913714028,10.564516129032258,10.0,4,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,0.8,0.5,6,-20.10969080455546,-29.69849083508879,-21.811766241880818,0.28420509075530176,-3.4094084210962383,-1.285141501447124,4.765977018740301,0.0,0.21384957272995406,100000.0,91829.04865296208,-8.170951347037914,9.26774924426224,-1.6044244244769188,0.41105150399503587,58,29,29,0,50.0,2.761904761904762,0.23809523809523808,-389.0929212875208,-140.8784715006541,10.086206896551724,10.0,5,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,0.8,0.5,4,-20.32559754806739,-28.88358260338814,-22.480586013558476,0.255875575723038,-4.096940003286847,-1.5958949323165372,6.071026159059396,0.0,0.19987278309177733,100000.0,91511.62088910787,-8.48837911089213,8.718450593773305,-1.7063033504436194,0.37992742923760836,62,32,30,0,51.61290322580645,3.1,0.25,-424.4189555446069,-136.9093404982603,10.32258064516129,10.0,4,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,0.8,0.5,6,-20.481168822144074,-30.395319190455623,-22.79818614094866,0.2520154990267231,-4.430068283850136,-1.6074482696527914,6.3816773184748055,0.0,0.1855789423635456,100000.0,90467.39251640771,-9.532607483592292,9.770258168538552,-1.8281499177493346,0.36028094273098227,62,32,30,0,51.61290322580645,3.1,0.25,-476.6303741796166,-153.75173360632797,10.241935483870968,10.0,4,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,0.8,0.5,4,-20.56287237031334,-30.387498369077676,-22.295578522556738,0.2894551168935594,-3.2698548268469185,-1.2604897833328552,4.880996602396544,0.0,0.21502804850149956,100000.0,92091.48680597653,-7.90851319402347,9.00842674292972,-1.5960534504269333,0.41116074376780487,58,28,30,0,48.275862068965516,2.761904761904762,0.23809523809523808,-376.5958663820703,-136.35367575902546,10.0,10.0,5,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,0.8,0.5,4,-21.290924858937608,-31.091763228104607,-23.591409032631734,0.2510300389082557,-4.300223922593588,-1.6028159432859856,6.040135725978798,0.0,0.18561478188387373,100000.0,90715.46023458109,-9.28453976541892,9.512577377412947,-1.8259523039685108,0.3585215240865956,62,31,31,0,50.0,3.1,0.25,-464.2269882709455,-149.75064137772435,10.161290322580646,10.0,4,5
