h1_ema_fast,h1_ema_slow,asr_h1_adx_max,asr_h1_distance_atr_max,m15_ema_period,asr_m15_extension_atr,asr_m15_rsi_long,asr_m15_rsi_short,asr_m5_reclaim_rsi_long,asr_m5_reclaim_rsi_short,stop_atr_multiple,asr_take_profit_rr_cap,asr_max_hold_bars,validation_score,full_sample_goal_score,avg_validation_goal_score,avg_validation_robustness,avg_validation_return_pct,avg_validation_sharpe,worst_validation_drawdown_pct,profitable_window_ratio,full_sample_robustness,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,0.8,0.7,6,-10.218918850181135,-16.591229458613924,-11.225833538201474,0.41662602331825216,-3.286911994906122,-1.0996532835858122,6.242650795819685,0.0,0.3416478507290215,100000.0,93204.34234638336,-6.795657653616638,7.227546211475245,-1.1644067439581685,0.561501439890782,63,37,26,0,58.730158730158735,3.15,0.4,-339.78288268083384,-107.86758180343931,12.698412698412698,10.0,6,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,1.0,0.7,6,-10.80481048077427,-17.676122835493803,-11.938165542730452,0.4354694531456414,-3.2757389268394945,-0.9970689014847184,6.8700133837907895,0.0,0.3488637072805817,100000.0,93001.32796228964,-6.998672037710363,7.828628666013294,-1.148597787482609,0.577833456354513,62,35,27,0,56.451612903225815,3.1,0.4,-349.93360188552026,-112.88180705984523,15.96774193548387,15.0,6,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,1.0,0.7,6,-10.84314715967109,-10.420490639287307,-11.601384454550773,0.4807303291212546,-2.26559087539564,-0.7270792146270586,4.568760157570717,0.0,0.47660043574375194,100000.0,95943.68814420926,-4.05631185579074,6.718555743730612,-0.6906529949630528,0.7068328120825349,57,32,25,0,56.14035087719298,2.85,0.5,-202.81559278953833,-71.16336589106609,15.263157894736842,10.0,4,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,0.8,0.7,6,-11.34693726875393,-18.286124113881506,-12.463663889180932,0.40988800814573717,-3.3402180576184493,-1.0889323611045378,6.172705920287746,0.0,0.32898970477844436,100000.0,92802.43288015065,-7.197567119849346,7.6275866011099716,-1.2256523204874503,0.54506526611744,63,36,27,0,57.14285714285714,3.15,0.4,-359.8783559924685,-114.24709714046622,12.380952380952381,10.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,1.0,0.7,4,-11.817141576195276,-17.719462612209455,-13.048130341776938,0.4243478832174739,-3.2590805356515484,-1.0888549054463477,6.818397529987004,0.0,0.378380547002341,100000.0,93759.01408039496,-6.240985919605036,6.964442564148545,-1.0645733384934424,0.5954114670237415,62,33,29,0,53.2258064516129,3.1,0.45,-312.049295980255,-100.6610632194371,14.596774193548388,15.0,6,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,58.0,1.0,0.7,6,-12.057603101572044,-19.257930048235856,-13.32505911331248,0.42830503328319525,-3.358149957173889,-1.0040427847671016,6.80052692003464,0.0,0.3379610611496128,100000.0,92678.02542021452,-7.3219745797854845,8.135278545009225,-1.192107096237628,0.5633252992833143,62,34,28,0,54.83870967741935,3.1,0.4,-366.098728989274,-118.09636419008838,16.048387096774192,15.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,0.8,0.7,6,-12.346984507392936,-18.88720241848254,-13.218029161356297,0.4180430808559622,-2.4780942013180374,-0.8463875625731887,4.401798993607252,0.0,0.35331419247213525,100000.0,93887.47943296371,-6.112520567036295,7.59673091988497,-1.0648764020729622,0.5864132469112159,59,32,27,0,54.23728813559322,2.8095238095238093,0.38095238095238093,-291.07240795411144,-103.6020435090905,11.94915254237288,10.0,5,5
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,55.0,1.0,0.5,6,-12.351925900507466,-15.61727655218985,-13.322640750077015,0.38776465267948823,-2.723774382927963,-0.971896316855029,4.920982999618364,0.0,0.35561995067717966,100000.0,94280.60450021895,-5.719395499781054,7.363060119550267,-1.073985206608221,0.5585738934967869,57,34,23,0,59.64912280701754,2.85,0.45,-285.96977498905454,-100.34027192598404,14.035087719298245,10.0,5,4
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,0.8,0.7,4,-12.620525902482301,-18.3936019188855,-13.944399983881693,0.3931479605162291,-3.3958719952723095,-1.1668542795263641,6.737754939916934,0.0,0.3345020870207474,100000.0,93837.7970097975,-6.162202990202492,6.586496590827054,-1.1056337772045135,0.5628846985847906,61,34,27,0,55.73770491803278,3.05,0.35,-308.11014951013084,-101.01972115086258,12.131147540983607,10.0,6,3
21,200,22.0,1.0,10,0.25,38.0,62.0,40.0,60.0,1.0,0.5,6,-13.282660152269674,-16.669021854761162,-14.77815531581723,0.35369655609472916,-3.870313292330163,-1.302117244201368,6.9529314415266175,0.0,0.30811042663170213,100000.0,93044.23722359314,-6.95576277640686,7.426277485161909,-1.2615134700519521,0.5081938468206995,61,38,23,0,62.295081967213115,3.05,0.4,-347.78813882034655,-114.02889797388414,14.180327868852459,10.0,6,3
