pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-01,1,0,1,-889.4931602023416,0.0
USDJPY,2022-07,1,0,1,-869.4701107149872,0.0
USDJPY,2023-01,1,0,1,-793.2467113926152,0.0
USDJPY,2023-04,1,0,1,-806.2541566147579,0.0
USDJPY,2023-11,1,1,0,33.0815926475516,inf
USDJPY,2024-01,1,0,1,-779.9041891280455,0.0
USDJPY,2024-05,1,0,1,-491.09903555555024,0.0
USDJPY,2024-11,1,0,1,-799.1021028428709,0.0
USDJPY,2025-01,1,0,1,-567.8368454730306,0.0
USDJPY,2025-03,3,1,2,-1061.081822648478,0.33363934394914063
USDJPY,2025-08,2,0,2,-1372.801307086316,0.0
USDJPY,2025-09,2,0,2,-1137.4614538312214,0.0
USDJPY,2025-10,1,1,0,158.03596079047443,inf
USDJPY,2025-11,1,1,0,523.9671064053585,inf
