family,csr_h1_adx_max,csr_m15_extension_atr,stop_atr_multiple,csr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
core_reversion,18.0,0.45,0.6,0.6,226.23735533352016,100000.0,100118.67766676008,0.11867766676008085,0.0,0.6349803146555018,inf,1,1,0,0,100.0,1.0,1.0,118.67766676008435,118.67766676008435,5.0,5.0,1,0
core_reversion,18.0,0.55,0.6,0.6,226.23735533352016,100000.0,100118.67766676008,0.11867766676008085,0.0,0.6349803146555018,inf,1,1,0,0,100.0,1.0,1.0,118.67766676008435,118.67766676008435,5.0,5.0,1,0
core_reversion,20.0,0.45,0.6,0.6,-6.75308895113529,100000.0,99655.50195274553,-0.3444980472544712,0.4626266794655498,-0.4571061291819976,0.25622601351753493,2,1,1,0,50.0,1.0,0.5,-172.24902362722963,-172.24902362722963,5.0,5.0,1,1
core_reversion,20.0,0.55,0.6,0.6,-6.75308895113529,100000.0,99655.50195274553,-0.3444980472544712,0.4626266794655498,-0.4571061291819976,0.25622601351753493,2,1,1,0,50.0,1.0,0.5,-172.24902362722963,-172.24902362722963,5.0,5.0,1,1
