config_id,phase,entry_time,exit_time,entry_price,exit_price,direction,pnl_net_r,slippage
V48_B1_012,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_012,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_012,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_012,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:28:32.817000+00:00,1.11252,1.11285,LONG,1.1818,0.2
V48_B1_012,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:31:00.349000+00:00,1.10992,1.1097400000000002,SHORT,0.9167,0.2
V48_B1_012,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_013,TRAIN,2020-01-13 15:45:00+00:00,2020-01-13 16:14:43.924000+00:00,1.1136,1.11382,SHORT,-1.3182,0.2
V48_B1_013,TRAIN,2020-01-20 15:03:00+00:00,2020-01-20 15:06:40.918000+00:00,1.10823,1.10815,LONG,-1.875,0.2
V48_B1_013,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_013,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_014,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_014,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_014,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_015,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_015,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_015,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_015,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:51.384000+00:00,1.10908,1.1087200000000004,SHORT,1.6111,0.2
V48_B1_015,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_016,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_016,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:28:32.817000+00:00,1.11252,1.11285,LONG,1.1818,0.2
V48_B1_016,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:31:00.349000+00:00,1.10992,1.1097400000000002,SHORT,0.9167,0.2
V48_B1_016,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_017,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_017,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_017,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_017,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_017,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:28:32.817000+00:00,1.11252,1.11285,LONG,1.1818,0.2
V48_B1_017,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:31:00.349000+00:00,1.10992,1.1097400000000002,SHORT,0.9167,0.2
V48_B1_017,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_018,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_018,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_018,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_018,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_018,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_019,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_019,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_019,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_020,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_020,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_020,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_020,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_021,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_021,TRAIN,2020-01-07 13:09:00+00:00,2020-01-07 13:11:04.964000+00:00,1.11739,1.1172,LONG,-1.3684,0.2
V48_B1_021,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_021,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_021,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_021,TRAIN,2020-01-13 15:12:00+00:00,2020-01-13 15:15:20.947000+00:00,1.11261,1.11241,LONG,-1.35,0.2
V48_B1_021,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_021,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_021,TRAIN,2020-01-21 15:33:00+00:00,2020-01-21 15:33:02.694000+00:00,1.10992,1.10994,SHORT,-4.5,0.2
V48_B1_021,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_022,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_022,TRAIN,2020-01-07 13:09:00+00:00,2020-01-07 13:11:04.964000+00:00,1.11739,1.1172,LONG,-1.3684,0.2
V48_B1_022,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_022,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_022,TRAIN,2020-01-13 12:33:00+00:00,2020-01-13 12:34:54.801000+00:00,1.11259,1.11235,LONG,-1.2917,0.2
V48_B1_022,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:51.384000+00:00,1.10908,1.1087200000000004,SHORT,1.6111,0.2
V48_B1_022,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_023,TRAIN,2020-01-13 15:45:00+00:00,2020-01-13 16:14:43.924000+00:00,1.1136,1.11382,SHORT,-1.3182,0.2
V48_B1_023,TRAIN,2020-01-20 15:03:00+00:00,2020-01-20 15:06:40.918000+00:00,1.10823,1.10815,LONG,-1.875,0.2
V48_B1_023,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_023,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_024,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_024,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_024,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:51.384000+00:00,1.10908,1.1087200000000004,SHORT,1.6111,0.2
V48_B1_024,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_025,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_025,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_025,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_026,TRAIN,2020-01-08 12:48:00+00:00,2020-01-08 12:53:30.499000+00:00,1.1124,1.11184,LONG,-1.125,0.2
V48_B1_026,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_026,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_026,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_027,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_027,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_027,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_027,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_027,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_028,TRAIN,2020-01-08 12:48:00+00:00,2020-01-08 12:53:30.499000+00:00,1.1124,1.11184,LONG,-1.125,0.2
V48_B1_028,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_028,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_029,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_029,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_029,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_029,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_029,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_030,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_030,TRAIN,2020-01-07 13:09:00+00:00,2020-01-07 13:11:04.964000+00:00,1.11739,1.1172,LONG,-1.3684,0.2
V48_B1_030,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_030,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_030,TRAIN,2020-01-13 12:33:00+00:00,2020-01-13 12:34:54.801000+00:00,1.11259,1.11235,LONG,-1.2917,0.2
V48_B1_030,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_030,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_031,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_031,TRAIN,2020-01-13 15:45:00+00:00,2020-01-13 16:14:43.924000+00:00,1.1136,1.11382,SHORT,-1.3182,0.2
V48_B1_031,TRAIN,2020-01-20 15:03:00+00:00,2020-01-20 15:06:40.918000+00:00,1.10823,1.10815,LONG,-1.875,0.2
V48_B1_031,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_031,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_032,TRAIN,2020-01-08 12:48:00+00:00,2020-01-08 12:53:30.499000+00:00,1.1124,1.11184,LONG,-1.125,0.2
V48_B1_032,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_032,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_033,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_033,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_033,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_033,TRAIN,2020-01-10 15:24:00+00:00,2020-01-10 15:38:38.756000+00:00,1.11091,1.11117,SHORT,-1.2692,0.2
V48_B1_033,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:29:11.587000+00:00,1.11252,1.1129599999999997,LONG,1.6818,0.2
V48_B1_033,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:37:12.402000+00:00,1.10992,1.1096800000000002,SHORT,1.4167,0.2
V48_B1_033,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_034,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_034,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_034,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_034,TRAIN,2020-01-13 15:18:00+00:00,2020-01-13 15:28:32.817000+00:00,1.11252,1.11285,LONG,1.1818,0.2
V48_B1_034,TRAIN,2020-01-21 15:30:00+00:00,2020-01-21 15:31:00.349000+00:00,1.10992,1.1097400000000002,SHORT,0.9167,0.2
V48_B1_034,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_035,TRAIN,2020-01-08 12:48:00+00:00,2020-01-08 12:53:30.499000+00:00,1.1124,1.11184,LONG,-1.125,0.2
V48_B1_035,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_035,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_035,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:40:06.120000+00:00,1.0995,1.09978,LONG,1.5,0.2
V48_B1_036,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_036,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_036,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_037,TRAIN,2020-01-09 15:51:00+00:00,2020-01-09 15:57:38.664000+00:00,1.10976,1.1102400000000001,LONG,1.2812,0.2
V48_B1_037,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_037,TRAIN,2020-01-13 15:45:00+00:00,2020-01-13 16:14:43.924000+00:00,1.1136,1.11382,SHORT,-1.3182,0.2
V48_B1_037,TRAIN,2020-01-20 15:03:00+00:00,2020-01-20 15:06:40.918000+00:00,1.10823,1.10815,LONG,-1.875,0.2
V48_B1_037,TRAIN,2020-01-28 13:51:00+00:00,2020-01-28 13:55:31.923000+00:00,1.10078,1.10057,LONG,-1.3333,0.2
V48_B1_037,TRAIN,2020-01-29 14:36:00+00:00,2020-01-29 14:39:21.803000+00:00,1.0995,1.09971,LONG,1.0,0.2
V48_B1_038,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_038,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
V48_B1_038,TRAIN,2020-01-10 13:36:00+00:00,2020-01-10 13:39:14.328000+00:00,1.1108,1.11122,SHORT,-1.1667,0.2
V48_B1_038,TRAIN,2020-01-23 12:03:00+00:00,2020-01-23 12:54:47.591000+00:00,1.10908,1.1088100000000003,SHORT,1.1111,0.2
V48_B1_038,TRAIN,2020-01-30 14:42:00+00:00,2020-01-30 14:42:04.322000+00:00,1.10165,1.10175,SHORT,-1.7,0.2
V48_B1_039,TRAIN,2020-01-03 14:51:00+00:00,2020-01-03 14:52:39.049000+00:00,1.11534,1.11513,LONG,-1.3333,0.2
V48_B1_039,TRAIN,2020-01-09 14:12:00+00:00,2020-01-09 14:15:57.187000+00:00,1.11123,1.11081,LONG,-1.1667,0.2
