trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2017-08-01T15:36:00+00:00,SHORT,1.17952,1.18152,1.1767199999999995,20.0,SL,-1.0,-1.025,0.025,YES,NONE
N/A,2017-08-02T17:00:00+00:00,SHORT,1.18742,1.18742,1.18847,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-03T14:03:00+00:00,SHORT,1.1862,1.1862,1.188636,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-04T11:57:00+00:00,SHORT,1.1877,1.1861999999999997,1.1898000000000004,15.0,TP,1.4,1.3667,0.0333,YES,NONE
N/A,2017-08-08T14:03:00+00:00,SHORT,1.17933,1.17933,1.1765439999999998,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2017-08-09T13:09:00+00:00,SHORT,1.1733,1.1746900000000002,1.1713539999999998,13.9,TP,1.4,1.364,0.036,YES,NONE
N/A,2017-08-10T14:09:00+00:00,SHORT,1.17259,1.1760000000000002,1.1678159999999995,34.1,SL,-1.0,-1.0147,0.0147,YES,NONE
N/A,2017-08-11T11:57:00+00:00,SHORT,1.17587,1.1773400000000005,1.1738119999999996,14.7,SL,-1.0,-1.034,0.034,YES,NONE
N/A,2017-08-14T13:00:00+00:00,SHORT,1.18005,1.17836,1.1824160000000004,16.9,TP,1.4,1.3704,0.0296,YES,NONE
N/A,2017-08-16T13:33:00+00:00,SHORT,1.16982,1.16982,1.1722840000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-18T19:00:00+00:00,SHORT,1.17668,1.1757299999999995,1.1780100000000002,9.5,TP,1.4,1.3474,0.0526,YES,NONE
N/A,2017-08-21T13:00:00+00:00,SHORT,1.17787,1.17787,1.1782340000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-22T18:42:00+00:00,SHORT,1.17544,1.17544,1.1764620000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-23T11:09:00+00:00,SHORT,1.17867,1.17867,1.1795100000000007,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2017-08-24T17:03:00+00:00,SHORT,1.18124,1.1803399999999995,1.1825000000000006,9.0,TP,1.4,1.3444,0.0556,YES,NONE
N/A,2017-08-28T16:15:00+00:00,SHORT,1.19771,1.19771,1.1985780000000004,0.0,FAILED_NO_TICKS,,,0.0,NO,NO_TICKS_IN_WINDOW
N/A,2017-08-29T17:09:00+00:00,SHORT,1.20061,1.20061,1.1984679999999996,0.0,FAILED_NO_TICKS,,,0.0,NO,NO_TICKS_IN_WINDOW
N/A,2017-08-30T11:09:00+00:00,SHORT,1.19448,1.19508,1.1936399999999998,6.0,FAILED_NO_TICKS,,,0.0833,NO,NO_TICKS_IN_WINDOW
N/A,2017-08-31T11:15:00+00:00,SHORT,1.18448,1.18448,1.1819039999999996,0.0,FAILED_NO_TICKS,,,0.0,NO,NO_TICKS_IN_WINDOW
