trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1123,2019-12-03T17:00:00+00:00,2019-12-04T00:00:00.103000,LONG,SL,-1.0,-1.0526,0.0526
1124,2019-12-04T13:06:00+00:00,2019-12-04T13:15:47.241000,LONG,TP,1.4,1.3206,0.0794
1125,2019-12-06T12:54:00+00:00,2019-12-06T13:00:18.637000,SHORT,BE_STOP,0.0,-0.0746,0.0746
1126,2019-12-09T12:18:00+00:00,2019-12-09T13:01:59.689000,LONG,BE_STOP,0.0,-0.0962,0.0962
1127,2019-12-10T12:03:00+00:00,2019-12-10T13:32:13.599000,SHORT,BE_STOP,0.0,-0.098,0.098
1128,2019-12-11T12:00:00+00:00,2019-12-11T12:45:17.273000,SHORT,TP,1.4,1.2148,0.1852
1129,2019-12-12T14:09:00+00:00,2019-12-12T15:03:47.573000,LONG,SL,-1.0,-1.0206,0.0206
1130,2019-12-13T15:06:00+00:00,2019-12-13T16:53:46.793000,SHORT,BE_STOP,0.0,-0.0139,0.0139
1131,2019-12-16T15:21:00+00:00,2019-12-16T15:53:08.153000,SHORT,TP,1.4,1.3405,0.0595
1132,2019-12-17T12:42:00+00:00,2019-12-17T13:04:10.754000,LONG,BE_STOP,0.0,-0.0595,0.0595
1133,2019-12-18T12:06:00+00:00,2019-12-19T00:30:54.785000,SHORT,BE_STOP,0.0,-0.0633,0.0633
1134,2019-12-19T15:12:00+00:00,2019-12-19T15:24:39.777000,SHORT,TP,1.4,1.3419,0.0581
1135,2019-12-20T14:09:00+00:00,2019-12-20T14:30:50.317000,SHORT,BE_STOP,0.0,-0.0746,0.0746
1136,2019-12-23T12:54:00+00:00,2019-12-23T13:54:24.645000,SHORT,SL,-1.0,-1.0521,0.0521
1137,2019-12-26T12:00:00+00:00,2019-12-26T12:11:03.630000,LONG,BE_STOP,0.0,-0.2083,0.2083
1138,2019-12-27T12:06:00+00:00,2019-12-27T13:59:54.665000,LONG,BE_STOP,0.0,-0.0595,0.0595
1139,2019-12-30T15:54:00+00:00,2019-12-30T16:01:49.745000,SHORT,SL,-1.0,-1.0467,0.0467
1140,2019-12-31T13:09:00+00:00,2019-12-31T14:07:07.377000,LONG,BE_STOP,0.0,-0.1042,0.1042
