trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,exit_price,exit_time,pnl_r_base,pnl_r_net_ftmo,commission_r
N/A,2016-12-01T14:15:00+00:00,SHORT,1.06175,1.06175,1.0600419999999997,12.200000000002001,SL,1.06175,2016-12-01T14:15:00.492000+00:00,-1.0,-1.041,0.041
N/A,2016-12-02T12:42:00+00:00,SHORT,1.0643,1.0643,1.0629559999999996,9.600000000002,SL,1.0643,2016-12-02T12:42:00.130000+00:00,-1.0,-1.0521,0.0521
N/A,2016-12-05T14:00:00+00:00,SHORT,1.06965,1.06965,1.0711200000000003,10.500000000002,TP,1.0711200000000003,2016-12-05T14:00:00.318000+00:00,1.4,1.3524,0.0476
N/A,2016-12-06T14:09:00+00:00,SHORT,1.07263,1.07448,1.07004,18.500000000001002,SL,1.07448,2016-12-06T15:28:34.730000+00:00,-1.0,-1.027,0.027
N/A,2016-12-07T14:15:00+00:00,SHORT,1.07373,1.07373,1.0747940000000005,7.600000000003001,TP,1.0747940000000005,2016-12-07T14:15:00.077000+00:00,1.4,1.3342,0.0658
N/A,2016-12-08T12:03:00+00:00,SHORT,1.0789,1.0743199999999995,1.0853120000000005,45.800000000002,TP,1.0853120000000005,2016-12-08T12:03:00.941000+00:00,1.4,1.3891,0.0109
N/A,2016-12-09T17:36:00+00:00,SHORT,1.05436,1.05436,1.0562640000000003,13.600000000002,TP,1.0562640000000003,2016-12-09T17:36:00.491000+00:00,1.4,1.3632,0.0368
N/A,2016-12-12T14:57:00+00:00,SHORT,1.06108,1.06108,1.0588399999999996,16.000000000002,SL,1.06108,2016-12-12T14:57:00.051000+00:00,-1.0,-1.0312,0.0312
N/A,2016-12-13T16:57:00+00:00,SHORT,1.06343,1.06343,1.058698,33.800000000001,SL,1.06343,2016-12-13T16:57:00.079000+00:00,-1.0,-1.0148,0.0148
N/A,2016-12-14T17:54:00+00:00,SHORT,1.06537,1.06537,1.0629479999999996,17.300000000001997,SL,1.06537,2016-12-14T17:54:00.183000+00:00,-1.0,-1.0289,0.0289
N/A,2016-12-16T14:15:00+00:00,SHORT,1.04228,1.04228,1.0389199999999998,24.000000000001,SL,1.04228,2016-12-16T14:15:00.185000+00:00,-1.0,-1.0208,0.0208
N/A,2016-12-19T14:00:00+00:00,SHORT,1.04257,1.04257,1.0430040000000005,3.100000000002,TP,1.0430040000000005,2016-12-19T14:00:00.631000+00:00,1.4,1.2387,0.1613
N/A,2016-12-20T12:15:00+00:00,SHORT,1.03703,1.03703,1.0349999999999993,14.500000000003,SL,1.03703,2016-12-20T12:15:00.272000+00:00,-1.0,-1.0345,0.0345
N/A,2016-12-21T12:03:00+00:00,SHORT,1.04256,1.04256,1.045374,20.1,TP,1.045374,2016-12-21T12:03:00.094000+00:00,1.4,1.3751,0.0249
N/A,2016-12-22T15:48:00+00:00,SHORT,1.0477,1.0477,1.0444379999999998,23.300000000001,SL,1.0477,2016-12-22T15:48:00.106000+00:00,-1.0,-1.0215,0.0215
N/A,2016-12-23T15:03:00+00:00,SHORT,1.04411,1.04411,1.0454680000000005,9.700000000003001,TP,1.0454680000000005,2016-12-23T15:03:01.556000+00:00,1.4,1.3485,0.0515
N/A,2016-12-26T15:33:00+00:00,SHORT,1.04498,1.0466000000000002,1.042712,16.200000000001,TIME_EXIT,1.04493,2016-12-27T00:45:00.372000+00:00,0.0309,0.0,0.0309
N/A,2016-12-27T16:15:00+00:00,SHORT,1.04627,1.0454,1.0474880000000002,8.700000000001,TP,1.0474880000000002,2016-12-27T16:15:00.561000+00:00,1.4,1.3425,0.0575
N/A,2016-12-28T12:09:00+00:00,SHORT,1.04056,1.04056,1.0386139999999997,13.900000000002,SL,1.04056,2016-12-28T12:09:00.175000+00:00,-1.0,-1.036,0.036
N/A,2016-12-29T16:42:00+00:00,SHORT,1.04798,1.04798,1.0460899999999993,13.500000000003999,SL,1.04798,2016-12-29T16:42:01.324000+00:00,-1.0,-1.037,0.037
N/A,2016-12-30T19:30:00+00:00,SHORT,1.05287,1.05287,1.0537800000000004,6.500000000002,TP,1.0537800000000004,2016-12-30T19:30:02.124000+00:00,1.4,1.3231,0.0769
