pair,month,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022-01,1,1,0,100.0,0.8216313159479048,821.6313159479048,0.8216313159479048,0.0,inf
EURUSD,2022-02,7,3,4,42.857142857142854,-2.383189000233651,-2383.1890002336513,-0.34045557146195016,4.332397086513858,0.45866030796331786
EURUSD,2022-03,1,1,0,100.0,0.806713908877946,806.713908877946,0.806713908877946,0.0,inf
EURUSD,2022-04,4,1,3,25.0,-2.1985216209229907,-2198.521620922991,-0.5496304052307477,1.1077873631970503,0.00856940876147524
EURUSD,2022-05,3,1,2,33.33333333333333,-1.3237711270258496,-1323.7711270258496,-0.4412570423419499,1.076268169510561,0.3888553139983627
EURUSD,2022-07,3,1,2,33.33333333333333,-1.0388935183081767,-1038.8935183081765,-0.3462978394360589,1.0508328706374839,0.012507604268850234
EURUSD,2022-08,1,1,0,100.0,0.18799318320725483,187.99318320725484,0.18799318320725483,0.0,inf
EURUSD,2022-09,5,2,3,40.0,-0.9773801566527401,-977.38015665274,-0.19547603133054803,1.0432888666477753,0.5339042851008363
EURUSD,2022-10,2,2,0,100.0,1.0060559137318317,1006.0559137318317,0.5030279568659158,0.0,inf
EURUSD,2022-11,2,0,2,0.0,-2.147433466035751,-2147.433466035751,-1.0737167330178754,1.0999238796876287,0.0
EURUSD,2022-12,1,0,1,0.0,-1.0892603894382464,-1089.2603894382464,-1.0892603894382464,0.0,0.0
EURUSD,2023-01,4,1,3,25.0,-2.4075658807220153,-2407.565880722015,-0.6018914701805038,1.3714275301024292,0.25068300105274094
EURUSD,2023-02,6,2,4,33.33333333333333,-3.016613986785199,-3016.613986785199,-0.5027689977975331,3.3739255518540756,0.3284153114951926
EURUSD,2023-03,6,3,3,50.0,-0.7836900227672303,-783.6900227672304,-0.1306150037945384,2.152327686594124,0.7606784703137482
EURUSD,2023-04,2,1,1,50.0,0.6328168651236834,632.8168651236833,0.3164084325618417,0.0,4.995797646737246
EURUSD,2023-05,4,1,3,25.0,-2.82089399250669,-2820.89399250669,-0.7052234981266725,2.28686291051374,0.17242618140073399
EURUSD,2023-07,7,3,4,42.857142857142854,-2.8805476770682805,-2880.547677068281,-0.41150681100975434,1.8959522734184668,0.36006436339073344
EURUSD,2023-08,10,3,7,30.0,-2.037320959816773,-2037.3209598167732,-0.2037320959816773,3.3984994957286525,0.4191217659254402
EURUSD,2023-09,7,4,3,57.14285714285714,-0.5860991036804661,-586.0991036804663,-0.08372844338292373,2.183589630772389,0.8223575323912811
EURUSD,2023-10,4,2,2,50.0,-1.524042713725394,-1524.0427137253942,-0.3810106784313485,2.153528978783,0.2944303543733986
EURUSD,2023-11,6,2,4,33.33333333333333,-3.446516165064422,-3446.5161650644222,-0.5744193608440703,3.366690135328818,0.03483994690149676
EURUSD,2023-12,4,1,3,25.0,-0.4299122504549393,-429.91225045493934,-0.10747806261373483,1.0950891980650865,0.6376566792216933
EURUSD,2024-01,2,1,1,50.0,-0.9314279515808364,-931.4279515808362,-0.4657139757904182,0.0,0.15775833272818657
EURUSD,2024-02,3,1,2,33.33333333333333,-1.221649205799946,-1221.6492057999462,-0.4072164019333153,1.169639194978764,0.054754466446404894
EURUSD,2024-03,4,1,3,25.0,-3.347400020732578,-3347.400020732578,-0.8368500051831445,2.3494273274158832,0.029186435543005526
EURUSD,2024-04,5,2,3,40.0,-0.9809732059739737,-980.9732059739738,-0.19619464119479474,2.2128999261756515,0.5742468068142909
EURUSD,2024-05,1,1,0,100.0,0.11201950718931696,112.01950718931695,0.11201950718931696,0.0,inf
EURUSD,2024-06,2,0,2,0.0,-1.2798340742622123,-1279.8340742622122,-0.6399170371311061,1.191956727655795,0.0
EURUSD,2024-07,4,2,2,50.0,-0.48119494755993486,-481.1949475599349,-0.12029873688998372,1.3274984511263184,0.6379216869585669
EURUSD,2024-08,1,1,0,100.0,0.3857068615951546,385.7068615951546,0.3857068615951546,0.0,inf
EURUSD,2024-10,4,2,2,50.0,-1.9959824292088104,-1995.9824292088106,-0.4989956073022026,1.1518739743155824,0.1331376039705337
EURUSD,2024-11,1,0,1,0.0,-1.1915601776492728,-1191.5601776492729,-1.1915601776492728,0.0,0.0
EURUSD,2024-12,3,2,1,66.66666666666666,-0.43591122406747096,-435.91122406747104,-0.14530374135582366,1.14021179693515,0.6186695044181364
EURUSD,2025-01,5,0,5,0.0,-4.450335485941819,-4450.33548594182,-0.8900670971883639,4.434224822670841,0.0
EURUSD,2025-03,2,0,2,0.0,-1.2211744697779403,-1221.1744697779404,-0.6105872348889702,0.11870776243441124,0.0
EURUSD,2025-04,6,3,3,50.0,-2.3599982096619097,-2359.998209661909,-0.3933330349436516,2.17278476866835,0.2729755039336281
EURUSD,2025-05,5,4,1,80.0,-1.5097936005473995,-1509.7936005474,-0.3019587201094799,3.72240504955433,0.5963597191115968
EURUSD,2025-07,6,3,3,50.0,1.154445585500096,1154.445585500096,0.19240759758334933,2.107913074819544,1.3443748074490596
EURUSD,2025-08,1,0,1,0.0,-1.1066920568300826,-1106.6920568300827,-1.1066920568300826,0.0,0.0
EURUSD,2025-09,5,4,1,80.0,1.1265753471641369,1126.5753471641367,0.22531506943282736,0.06240960373462913,18.855669994045968
EURUSD,2025-10,2,1,1,50.0,-0.9844721088350019,-984.4721088350018,-0.49223605441750096,1.1500760094844507,0.14542554852897396
EURUSD,2025-11,2,1,1,50.0,-1.0961278684706655,-1096.1278684706656,-0.5480639342353327,1.2521506686460395,0.12598480946381718
EURUSD,2025-12,2,1,1,50.0,-0.8382484425997749,-838.248442599775,-0.41912422129988747,1.1533386805571186,0.2755078015067325
