trade_id,side,signal_time,fill_time,exit_time,entry_price,exit_price,sl_price,tp_price,exit_reason,gross_r,sl_pips,lots,commission_usd,commission_r,slippage_r,net_r,gross_pnl_usd,net_pnl_usd,risk_usd,cost_model_mode,ftmo_cost_applied,instrument,forced_exit,be_activated,valid_closed_trade,tick_window_start,tick_window_end,intended_position_end,actual_tick_window_end,tick_window_seconds,intended_window_seconds,tick_window_complete,eom_type,ticks_scanned_count,run_id,writer_pid,family_id,config_id,month,engine_instance_id
ba983fdd-7020-41c9-89a7-803c687e90bb,buy,2022-05-02T19:15:00,2022-05-02T19:15:00.595000,2022-05-02T19:15:00.697000,1.04974,1.0495735000000002,1.0495735000000002,1.0501562499999992,SL,1.0,1.664999999997363,0.0,0.0,0.1,0.0,0.9,1000.0,900.0,1000.0,conservative,True,EURUSD,False,False,True,2022-05-02 19:15:00.697000,2022-05-03 07:15:00.407000,2022-05-03 03:15:00.595000,2022-05-03 07:15:00.407000,43199.71,28800.0,True,NO_EOM,40307,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
d32e9d7e-c728-4af7-ac90-3f8c0c1d5330,buy,2022-05-02T19:20:00,2022-05-02T19:20:00.295000,2022-05-02T19:20:00.398000,1.05025,1.049614,1.049614,1.0518399999999994,SL,1.0,6.359999999998589,0.0,0.0,0.1,0.0,0.9,1009.0,908.1,1009.0,conservative,True,EURUSD,False,False,True,2022-05-02 19:20:00.398000,2022-05-03 07:19:57.815000,2022-05-03 03:20:00.295000,2022-05-03 07:19:57.815000,43197.417,28800.0,True,NO_EOM,40683,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
34e9f7d5-f766-4127-aa58-034c8ec04d72,buy,2022-05-02T19:30:00,2022-05-02T19:30:00.148000,2022-05-02T19:30:00.403000,1.05064,1.0497560000000001,1.0497560000000001,1.0528499999999998,SL,1.0,8.839999999998849,0.0,0.0,0.1,0.0,0.9,1018.0810000000001,916.2729000000002,1018.0810000000001,conservative,True,EURUSD,False,False,True,2022-05-02 19:30:00.403000,2022-05-03 07:30:00.095000,2022-05-03 03:30:00.148000,2022-05-03 07:30:00.095000,43199.692,28800.0,True,NO_EOM,41410,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
87c404c0-6c8b-406d-8423-14c1dc63bb2f,buy,2022-05-03T11:50:00,2022-05-03T11:50:00.109000,2022-05-03T11:50:00.211000,1.05151,1.051175,1.051175,1.0523474999999998,SL,1.0,3.349999999999742,0.0,0.0,0.1,0.0,0.9,1027.243729,924.5193561000001,1027.243729,conservative,True,EURUSD,False,False,True,2022-05-03 11:50:00.211000,2022-05-03 23:49:39.135000,2022-05-03 19:50:00.109000,2022-05-03 23:49:39.135000,43178.924,28800.0,True,NO_EOM,42490,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
f45479a9-7a57-4b85-a5eb-dde65af6f6a9,buy,2022-05-03T12:00:00,2022-05-03T12:00:00.210000,2022-05-03T12:00:00.262000,1.05377,1.051392,1.051392,1.0597150000000002,SL,1.0,23.779999999999912,0.0,0.0,0.1,0.0,0.9,1036.488922561,932.8400303049,1036.488922561,conservative,True,EURUSD,False,False,True,2022-05-03 12:00:00.262000,2022-05-04 00:00:00.197000,2022-05-03 20:00:00.210000,2022-05-04 00:00:00.197000,43199.935,28800.0,True,NO_EOM,40825,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
d2e5ef9d-c86e-4feb-b994-853a50e1214f,buy,2022-05-03T12:10:00,2022-05-03T12:10:01.755000,2022-05-03T12:10:02.701000,1.05475,1.0517770000000002,1.0517770000000002,1.0621824999999998,SL,1.0,29.729999999998924,0.0,0.0,0.1,0.0,0.9,1045.8173228640492,941.2355905776443,1045.8173228640492,conservative,True,EURUSD,False,False,True,2022-05-03 12:10:02.701000,2022-05-04 00:10:01.629000,2022-05-03 20:10:01.755000,2022-05-04 00:10:01.629000,43198.928,28800.0,True,NO_EOM,39814,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
235d448c-1565-4b86-a8e1-227c91d899b7,buy,2022-05-04T11:25:00,2022-05-04T11:25:06.547000,2022-05-04T11:25:06.650000,1.05319,1.0527039999999999,1.0527039999999999,1.0544050000000005,SL,1.0,4.860000000002085,0.0,0.0,0.1,0.0,0.9,1055.2296787698256,949.706710892843,1055.2296787698256,conservative,True,EURUSD,False,False,True,2022-05-04 11:25:06.650000,2022-05-04 23:25:04.797000,2022-05-04 19:25:06.547000,2022-05-04 23:25:04.797000,43198.147,28800.0,True,NO_EOM,97296,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
e98c1134-c54c-4667-8319-79cd6a622d7a,buy,2022-05-04T12:25:00,2022-05-04T12:25:00.108000,2022-05-04T12:25:00.261000,1.05327,1.0530595000000003,1.0530595000000003,1.053796249999999,SL,1.0,2.104999999996693,0.0,0.0,0.1,0.0,0.9,1064.726745878754,958.2540712908785,1064.726745878754,conservative,True,EURUSD,False,False,True,2022-05-04 12:25:00.261000,2022-05-05 00:24:56.668000,2022-05-04 20:25:00.108000,2022-05-05 00:24:56.668000,43196.407,28800.0,True,NO_EOM,96433,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
8bf41b18-dd4b-40b9-9f83-3435c0abcb41,buy,2022-05-04T12:35:00,2022-05-04T12:35:00.054000,2022-05-04T12:35:00.309000,1.05419,1.0532180000000002,1.0532180000000002,1.0566199999999992,SL,1.0,9.719999999997508,0.0,0.0,0.1,0.0,0.9,1074.3092865916628,966.8783579324966,1074.3092865916628,conservative,True,EURUSD,False,False,True,2022-05-04 12:35:00.309000,2022-05-05 00:35:00.016000,2022-05-04 20:35:00.054000,2022-05-05 00:35:00.016000,43199.707,28800.0,True,NO_EOM,96429,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
30a47187-3d75-4d81-bbb7-07fae9b53ffa,buy,2022-05-05T17:00:00,2022-05-05T17:00:00.073000,2022-05-05T17:00:00.175000,1.05108,1.050872,1.050872,1.0516,SL,1.0,2.0799999999998597,0.0,0.0,0.1,0.0,0.9,1083.9780701709878,975.5802631538891,1083.9780701709878,conservative,True,EURUSD,False,False,True,2022-05-05 17:00:00.175000,2022-05-06 05:00:00.069000,2022-05-06 01:00:00.073000,2022-05-06 05:00:00.069000,43199.894,28800.0,True,NO_EOM,59932,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
ed86fc79-6750-4b7a-ac7b-8c40fdeded09,buy,2022-05-05T18:50:00,2022-05-05T18:50:00.626000,2022-05-05T18:50:00.678000,1.05138,1.051064,1.051064,1.0521699999999998,SL,1.0,3.1599999999998296,0.0,0.0,0.1,0.0,0.9,1093.7338728025265,984.360485522274,1093.7338728025265,conservative,True,EURUSD,False,False,True,2022-05-05 18:50:00.678000,2022-05-06 06:50:00.362000,2022-05-06 02:50:00.626000,2022-05-06 06:50:00.362000,43199.684,28800.0,True,NO_EOM,56182,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
4b0d2efc-17ca-4a0a-aa0c-1475e86591dd,buy,2022-05-05T19:00:00,2022-05-05T19:00:00.079000,2022-05-05T19:00:00.181000,1.05161,1.0511005,1.0511005,1.05288375,SL,1.0,5.094999999999406,0.0,0.0,0.1,0.0,0.9,1103.5774776577493,993.2197298919745,1103.5774776577493,conservative,True,EURUSD,False,False,True,2022-05-05 19:00:00.181000,2022-05-06 07:00:00.076000,2022-05-06 03:00:00.079000,2022-05-06 07:00:00.076000,43199.895,28800.0,True,NO_EOM,57107,e0897fd3,18044,F06,F06_RERUN_0001,2022-05,e0897fd3_F06_RERUN_0001_2022-05
