trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1013,2019-06-03T12:06:00+00:00,2019-06-03T12:22:43.419000,LONG,TP,1.4,1.3231,0.0769
1014,2019-06-04T11:45:00+00:00,2019-06-04T12:15:17.674000,SHORT,TP,1.4,1.3495,0.0505
1015,2019-06-05T11:30:00+00:00,2019-06-05T12:15:12.995000,SHORT,SL,-1.0,-1.0442,0.0442
1016,2019-06-07T11:06:00+00:00,2019-06-07T12:26:24.170000,LONG,TP,1.4,1.3242,0.0758
1017,2019-06-10T11:21:00+00:00,2019-06-10T11:42:00.418000,SHORT,BE_STOP,0.0,-0.0694,0.0694
1018,2019-06-11T12:00:00+00:00,2019-06-11T16:52:38.721000,SHORT,SL,-1.0,-1.0215,0.0215
1019,2019-06-12T13:54:00+00:00,2019-06-12T14:51:57.466000,LONG,BE_STOP,0.0,-0.0431,0.0431
1020,2019-06-14T11:00:00+00:00,2019-06-14T12:25:22.047000,SHORT,SL,-1.0,-1.0427,0.0427
1021,2019-06-17T14:51:00+00:00,2019-06-17T14:59:26.265000,SHORT,TP,1.4,1.3383,0.0617
1022,2019-06-18T12:21:00+00:00,2019-06-18T15:24:26.780000,SHORT,SL,-1.0,-1.0218,0.0218
1023,2019-06-19T12:51:00+00:00,2019-06-19T15:01:03.409000,LONG,TP,1.4,1.3286,0.0714
1024,2019-06-21T11:27:00+00:00,2019-06-21T12:55:10.465000,LONG,TP,1.4,1.3474,0.0526
1025,2019-06-24T14:33:00+00:00,2019-06-24T15:45:28.773000,LONG,BE_STOP,0.0,-0.034,0.034
1026,2019-06-25T12:03:00+00:00,2019-06-25T12:43:36.366000,LONG,BE_STOP,0.0,-0.0943,0.0943
1027,2019-06-26T13:06:00+00:00,2019-06-26T13:42:52.365000,SHORT,BE_STOP,0.0,-0.0459,0.0459
1028,2019-06-28T18:12:00+00:00,2019-06-28T18:59:49.891000,LONG,TP,1.4,1.3057,0.0943
