trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2018-09-03T13:12:00+00:00,SHORT,1.16123,1.16123,1.1626160000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-04T14:48:00+00:00,SHORT,1.15502,1.15502,1.157974,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-05T13:03:00+00:00,SHORT,1.16013,1.16013,1.1628320000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-07T11:06:00+00:00,SHORT,1.16128,1.16128,1.158984,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-09-10T12:21:00+00:00,SHORT,1.15752,1.15752,1.158598000000001,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-11T13:00:00+00:00,SHORT,1.15847,1.15847,1.1601640000000006,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-12T14:00:00+00:00,SHORT,1.16152,1.16152,1.1642220000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-14T13:45:00+00:00,SHORT,1.16721,1.1659099999999998,1.1690300000000005,13.0,TP,1.4,1.3615,0.0385,YES,NONE
N/A,2018-09-17T12:00:00+00:00,SHORT,1.16709,1.16709,1.1680700000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-18T16:06:00+00:00,SHORT,1.16856,1.16856,1.1670899999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-09-19T13:48:00+00:00,SHORT,1.16645,1.16645,1.1644619999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-09-20T11:18:00+00:00,SHORT,1.17259,1.17259,1.1743400000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-24T12:30:00+00:00,SHORT,1.17575,1.17575,1.173426,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-09-25T12:57:00+00:00,SHORT,1.17795,1.17795,1.1791820000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-26T14:06:00+00:00,SHORT,1.17376,1.17376,1.174824,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-09-27T17:33:00+00:00,SHORT,1.16709,1.1659999999999997,1.1686160000000003,10.9,TP,1.4,1.3541,0.0459,YES,NONE
