family_id,config_id,N_train,PF_train,Total_R_train,WR_train,N_val,PF_val,Total_R_val,WR_val,train_pass,val_pass,combined_pass
F06,F06_RERUN_0001,290.0,4.49321062658997,190.31780000000003,0.8862068965517241,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0002,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0003,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0004,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0005,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0006,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0007,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0008,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0009,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0010,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0011,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0012,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0013,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0014,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0015,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0016,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0017,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0018,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0019,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0020,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0021,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0022,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0023,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0024,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0025,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0026,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0027,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0028,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0029,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0030,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0031,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0032,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0033,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0034,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0035,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0036,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0037,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0038,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
F06,F06_RERUN_0039,125.0,2.7289765553728698,66.14390000000003,0.808,123.0,5.826951170923902,87.22880000000004,0.9105691056910569,True,True,True
