context_key,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
compression_breakout|mon_tue|core|active|deep|long,7,5,2,71.42857142857143,1.4985200546538064,432.72477446982,-0.030547224835444586
core_reversion|wed_thu|early|balanced|deep|short,1,1,0,100.0,inf,362.25090189279405,0.582129174337316
compression_breakout|mon_tue|core|calm|mild|short,1,1,0,100.0,inf,261.2231765476493,0.5294745124630738
core_reversion|mon_tue|core|balanced|deep|long,1,1,0,100.0,inf,241.68261441285634,0.5648516388224312
compression_breakout|mon_tue|late|balanced|mild|long,2,2,0,100.0,inf,202.56322442430013,0.3909513509490491
compression_breakout|mon_tue|late|balanced|deep|short,1,1,0,100.0,inf,167.16068673780157,0.44176424490107963
compression_breakout|fri|core|balanced|deep|short,2,2,0,100.0,inf,120.38842938930615,0.2444661055710692
late_continuation|mon_tue|core|active|deep|long,1,1,0,100.0,inf,104.60862976876432,0.4119222862521772
core_reversion|fri|core|balanced|deep|long,1,1,0,100.0,inf,75.17872541780093,0.2799542047355938
compression_breakout|wed_thu|late|balanced|deep|short,1,1,0,100.0,inf,67.79867419066514,0.3096864917308837
compression_breakout|fri|core|balanced|mild|long,1,1,0,100.0,inf,40.180857592054124,0.21786090390529886
compression_breakout|mon_tue|core|balanced|mild|long,3,2,1,66.66666666666666,1.1433129026738729,33.562399285747574,-0.5920619172165414
compression_breakout|fri|core|active|deep|short,4,3,1,75.0,1.1218728309379757,31.63978703910709,-0.1284498735188579
late_continuation|fri|core|active|deep|long,1,1,0,100.0,inf,22.20706611578801,0.14423180037876615
compression_breakout|wed_thu|core|balanced|mild|long,3,2,1,66.66666666666666,0.9111692432848228,-32.84831541554513,-0.18968806532552593
compression_breakout|mon_tue|core|balanced|mild|short,3,2,1,66.66666666666666,0.7529985491726298,-61.41933437229669,-0.4290629358339421
late_continuation|fri|late|active|deep|short,3,2,1,66.66666666666666,0.8402259180399964,-88.92297505180932,-0.048504894243907616
compression_breakout|wed_thu|late|active|deep|long,3,2,1,66.66666666666666,0.7185416348353426,-112.9803574276481,-0.2451039599029676
compression_breakout|fri|late|active|mild|long,3,2,1,66.66666666666666,0.6107259313002079,-143.82383706143543,-0.3217194668648355
late_continuation|fri|core|active|mild|long,3,2,1,66.66666666666666,0.5536922868536223,-169.00439363380116,-0.24817952028360904
compression_breakout|fri|late|balanced|deep|short,3,2,1,66.66666666666666,0.547381490282894,-173.84844668345428,-0.2661401189263045
compression_breakout|fri|late|active|mild|short,3,2,1,66.66666666666666,0.36557538903660564,-177.62878357280022,-0.37725983612677055
late_continuation|mon_tue|core|active|mild|long,3,2,1,66.66666666666666,0.20191331814428365,-213.73774949862124,-0.4839505281326111
late_continuation|mon_tue|late|active|deep|long,1,0,1,0.0,0.0,-215.69168738642327,-1.786880885366996
compression_breakout|fri|late|balanced|mild|long,1,0,1,0.0,0.0,-221.4824970880621,-1.7384888563216694
compression_breakout|wed_thu|late|active|deep|short,2,1,1,50.0,0.3182588039555395,-222.07178107576954,-0.6856504888496486
compression_breakout|wed_thu|core|balanced|mild|short,1,0,1,0.0,0.0,-235.73898395418223,-1.6719024665904203
late_continuation|mon_tue|core|active|deep|short,2,1,1,50.0,0.26681869450382983,-237.04203458443064,-0.5473253342737259
compression_breakout|wed_thu|late|calm|mild|long,1,0,1,0.0,0.0,-274.28921478189085,-1.7497471219722551
compression_breakout|wed_thu|late|balanced|mild|short,1,0,1,0.0,0.0,-279.5491668752274,-1.6138550861052838
core_reversion|fri|core|balanced|deep|short,1,0,1,0.0,0.0,-280.60168371627384,-1.5841747147881435
compression_breakout|mon_tue|late|active|mild|long,4,2,2,50.0,0.28503404853229614,-283.8973566382852,-0.21510723721959046
compression_breakout|fri|late|active|deep|short,2,1,1,50.0,0.3282530323423305,-317.63138769752885,-0.42119461339206343
compression_breakout|fri|core|balanced|deep|long,1,0,1,0.0,0.0,-331.14802027996774,-1.620978096204796
late_continuation|fri|late|active|deep|long,1,0,1,0.0,0.0,-354.08636727937835,-1.3719408832114153
late_continuation|fri|late|active|mild|long,3,1,2,33.33333333333333,0.5870290897065863,-364.82977785462043,-0.6940230236625734
compression_breakout|fri|late|balanced|mild|short,1,0,1,0.0,0.0,-370.52453683656324,-1.484826416235537
compression_breakout|wed_thu|late|balanced|deep|long,1,0,1,0.0,0.0,-397.450774914607,-1.4483219589019993
compression_breakout|fri|core|balanced|mild|short,3,1,2,33.33333333333333,0.2681434167072806,-405.38005282331363,-0.8957638542364988
compression_breakout|wed_thu|late|calm|deep|short,1,0,1,0.0,0.0,-450.5944511549063,-1.3392023863559221
core_reversion|mon_tue|early|balanced|deep|short,1,0,1,0.0,0.0,-467.1018428089093,-1.2945399740528536
core_reversion|wed_thu|core|balanced|deep|short,1,0,1,0.0,0.0,-484.85258692018584,-1.3424001934699983
late_continuation|fri|late|active|mild|short,1,0,1,0.0,0.0,-489.0405008900554,-1.3685634637873287
compression_breakout|mon_tue|core|balanced|deep|long,3,2,1,66.66666666666666,0.293134020637864,-495.14696747153585,-0.17796847854331208
compression_breakout|wed_thu|late|active|mild|long,3,1,2,33.33333333333333,0.16291043359166224,-500.72122761672586,-0.930540106693932
compression_breakout|wed_thu|core|active|deep|long,3,1,2,33.33333333333333,0.30812512374231327,-526.8539953963938,-0.7425957395898051
core_reversion|fri|early|balanced|deep|long,1,0,1,0.0,0.0,-530.5057152498022,-1.2417747470384732
compression_breakout|fri|core|active|mild|long,3,2,1,66.66666666666666,0.18823385533240578,-542.4490505504388,-0.25858964491156666
compression_breakout|mon_tue|late|balanced|deep|long,3,1,2,33.33333333333333,0.061874796634959164,-575.0961228480428,-0.9417277726031973
compression_breakout|mon_tue|core|balanced|deep|short,3,1,2,33.33333333333333,0.10829404803515111,-598.4108209243994,-0.9428625005160263
compression_breakout|wed_thu|core|balanced|deep|short,1,0,1,0.0,0.0,-600.2669251304661,-1.1611926342672758
compression_breakout|wed_thu|core|balanced|deep|long,3,2,1,66.66666666666666,0.14697443462568094,-633.098885150614,-0.21327675542962932
compression_breakout|wed_thu|late|active|mild|short,3,1,2,33.33333333333333,0.017876810405565755,-639.3201391145544,-0.9586183675497436
compression_breakout|wed_thu|late|balanced|mild|long,2,0,2,0.0,0.0,-672.1874694711892,-1.6078984010768163
compression_breakout|mon_tue|late|balanced|mild|short,2,0,2,0.0,0.0,-674.655940763431,-1.476144604412846
late_continuation|wed_thu|late|active|mild|short,2,0,2,0.0,0.0,-701.3463299926118,-1.540429731166188
compression_breakout|mon_tue|core|active|mild|short,3,1,2,33.33333333333333,0.0548304308188494,-702.3910370259763,-0.9029965644695155
late_continuation|mon_tue|late|active|mild|short,2,0,2,0.0,0.0,-762.1369065497611,-1.538944212156064
compression_breakout|mon_tue|core|active|mild|long,3,1,2,33.33333333333333,0.22907121708860048,-773.3140362042934,-0.7408434912557058
compression_breakout|wed_thu|core|active|mild|long,3,1,2,33.33333333333333,0.22452342319354746,-773.695184194416,-0.7494019512161295
late_continuation|mon_tue|late|active|deep|short,1,0,1,0.0,0.0,-779.7438547549382,-1.0682601136715046
late_continuation|wed_thu|late|active|deep|long,3,1,2,33.33333333333333,0.039557163679494446,-797.3901298308074,-0.8304799544283427
compression_breakout|wed_thu|core|active|mild|short,3,1,2,33.33333333333333,0.12201366466539684,-812.5575432603987,-0.8076550590291959
core_reversion|wed_thu|early|balanced|deep|long,1,0,1,0.0,0.0,-841.449789085586,-1.1781701555430257
core_reversion|wed_thu|core|balanced|deep|long,3,1,2,33.33333333333333,0.1510980916471696,-886.1421530211102,-0.7028690397027141
compression_breakout|fri|late|balanced|deep|long,2,0,2,0.0,0.0,-990.7740768837318,-1.3610557485366055
compression_breakout|mon_tue|late|active|deep|long,3,1,2,33.33333333333333,0.011305051057095833,-1076.28768543772,-0.8383655858748668
compression_breakout|fri|late|active|deep|long,3,0,3,0.0,0.0,-1093.6110155717497,-1.4763151205395653
late_continuation|fri|core|active|deep|short,2,0,2,0.0,0.0,-1193.3648484724288,-1.2672528681412762
compression_breakout|wed_thu|core|active|deep|short,3,0,3,0.0,0.0,-1240.1205035379319,-1.345760468137949
compression_breakout|mon_tue|core|active|deep|short,3,0,3,0.0,0.0,-1319.953930359482,-1.0584771678688936
compression_breakout|fri|core|active|deep|long,3,0,3,0.0,0.0,-1373.3720572821983,-1.4165927826881461
compression_breakout|mon_tue|late|active|mild|short,3,0,3,0.0,0.0,-1411.7784491299192,-1.4560725001052777
compression_breakout|fri|core|active|mild|short,3,0,3,0.0,0.0,-1591.7018537964136,-1.4276207349017016
compression_breakout|mon_tue|late|active|deep|short,3,0,3,0.0,0.0,-1616.1799421580854,-1.3989829709343489
