,open,high,low,close,volume
2022-01-02 18:00:00-05:00,115.039,115.122,115.007,115.101,986.7499977350235
2022-01-02 19:00:00-05:00,115.09,115.153,115.082,115.142,2171.1999995708466
2022-01-02 20:00:00-05:00,115.14,115.291,115.121,115.28,4026.0499811172485
2022-01-02 21:00:00-05:00,115.278,115.278,115.181,115.212,2261.5399870872498
2022-01-02 22:00:00-05:00,115.208,115.276,115.206,115.276,1832.669996023178
2022-01-02 23:00:00-05:00,115.275,115.298,115.248,115.281,1798.2000045776367
2022-01-03 00:00:00-05:00,115.276,115.289,115.267,115.269,919.9800021648407
2022-01-03 01:00:00-05:00,115.274,115.313,115.272,115.311,1709.6900081634521
2022-01-03 02:00:00-05:00,115.306,115.357,115.306,115.335,2676.8600142002106
2022-01-03 03:00:00-05:00,115.334,115.34,115.266,115.292,1984.6799931526184
2022-01-03 04:00:00-05:00,115.289,115.307,115.239,115.26,3656.209988594055
2022-01-03 05:00:00-05:00,115.26,115.264,115.147,115.173,3792.839995622635
2022-01-03 06:00:00-05:00,115.174,115.174,115.058,115.085,4019.93000125885
2022-01-03 07:00:00-05:00,115.078,115.084,114.992,115.067,3746.9399814605713
2022-01-03 08:00:00-05:00,115.064,115.14,115.049,115.074,3080.740026473999
2022-01-03 09:00:00-05:00,115.067,115.166,114.946,115.155,5822.06001663208
2022-01-03 10:00:00-05:00,115.146,115.328,115.137,115.314,10043.679977416992
2022-01-03 11:00:00-05:00,115.303,115.363,115.259,115.296,5852.289964675903
2022-01-03 12:00:00-05:00,115.291,115.335,115.241,115.271,2711.4500064849854
2022-01-03 13:00:00-05:00,115.265,115.336,115.257,115.324,945.9500050544739
2022-01-03 14:00:00-05:00,115.321,115.322,115.267,115.28,980.1999990940094
2022-01-03 15:00:00-05:00,115.277,115.335,115.26,115.335,1328.3299984931946
2022-01-03 16:00:00-05:00,115.332,115.348,115.263,115.348,1281.6600060462952
2022-01-03 17:00:00-05:00,115.341,115.353,115.31,115.324,1647.6000027656555
2022-01-03 18:00:00-05:00,115.31,115.35,115.3,115.333,4772.140008807182
2022-01-03 19:00:00-05:00,115.313,115.352,115.289,115.334,2072.1300032138824
2022-01-03 20:00:00-05:00,115.33,115.431,115.289,115.389,5910.679969072342
2022-01-03 21:00:00-05:00,115.388,115.474,115.341,115.427,4251.870014190674
2022-01-03 22:00:00-05:00,115.416,115.623,115.404,115.623,3641.249981880188
2022-01-03 23:00:00-05:00,115.594,115.809,115.559,115.723,8859.480016708374
2022-01-04 00:00:00-05:00,115.707,115.806,115.703,115.793,4814.429989814758
2022-01-04 01:00:00-05:00,115.786,115.796,115.741,115.758,4318.07999253273
2022-01-04 02:00:00-05:00,115.746,115.802,115.704,115.802,3816.0599994659424
2022-01-04 03:00:00-05:00,115.8,115.8,115.653,115.744,6628.619983673096
2022-01-04 04:00:00-05:00,115.736,115.851,115.71,115.851,5977.490013122559
2022-01-04 05:00:00-05:00,115.843,115.886,115.791,115.833,4361.2400188446045
2022-01-04 06:00:00-05:00,115.828,115.894,115.808,115.894,3600.6100158691406
