pair,direction,entry_time,exit_time,entry_price,exit_price,units,gross_pnl_usd,net_pnl_usd,r_multiple,commission_usd,exit_reason,strategy_family,context_key,setup_tag
EURUSD,long,2022-01-03 11:20:00-05:00,2022-01-03 11:25:00-05:00,1.12965,1.1292962885492766,2827163,-999.9999261617822,-1127.728113481259,-1.1277281134812591,127.72818731947677,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-03 17:40:00-05:00,2022-01-03 17:40:00-05:00,1.1296599999999999,1.1295689562863578,10983734,-999.9999330170276,-1496.2953310359671,-1.4962953310359672,496.29539801893964,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,short,2022-01-04 11:05:00-05:00,2022-01-04 11:05:00-05:00,1.13089,1.1312592543843139,2708160,-999.9999534235302,-1122.5251959185987,-1.1225251959185987,122.52524249506847,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,short,2022-01-04 11:15:00-05:00,2022-01-04 11:15:00-05:00,1.1301,1.1305076836272911,2452882,-999.9998310769117,-1110.8999090015334,-1.1108999090015335,110.90007792462157,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-04 14:20:00-05:00,2022-01-04 14:20:00-05:00,1.12851,1.1286804061652806,4694665,799.9998599277304,588.0648039645318,0.5880648039645319,211.93505596319855,take_profit,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-04 15:45:00-05:00,2022-01-04 15:50:00-05:00,1.1286,1.128416901722969,5461547,-999.9998456238374,-1246.5359233949248,-1.2465359233949247,246.53607777108755,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,short,2022-01-05 13:10:00-05:00,2022-01-05 13:20:00-05:00,1.13364,1.1338752246414616,4251255,-999.999933137004,-1192.7956418636668,-1.1927956418636667,192.79570872666275,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-05 15:35:00-05:00,2022-01-05 15:35:00-05:00,1.13112,1.1308116453827666,3243019,-999.9998824254188,-1146.7096284789704,-1.1467096284789704,146.7097460535515,stop_loss,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-06 11:30:00-05:00,2022-01-06 11:30:00-05:00,1.13016,1.1305061856197778,2310898,799.9996563731121,695.5162770327846,0.6955162770327846,104.48337934032747,take_profit,fast_indicator_combo,,vwap_rsi7
EURUSD,long,2022-01-06 14:00:00-05:00,2022-01-06 14:15:00-05:00,1.12931,1.1294971682765407,4274228,799.9998883017425,606.9067513967765,0.6069067513967765,193.09313690496606,take_profit,fast_indicator_combo,,vwap_rsi7
EURUSD,short,2022-01-07 11:20:00-05:00,2022-01-07 11:20:00-05:00,1.13441,1.1341283507209499,2840412,799.999992005127,671.1283209281671,0.6711283209281671,128.8716710769599,take_profit,fast_indicator_combo,,vwap_rsi7
