pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022-01,3,1,2,-1090.5871203158256,0.09040877550403606
USDJPY,2022-02,3,1,2,-929.7828611997859,0.04086948153122663
USDJPY,2022-03,3,0,3,-1913.7095542707125,0.0
USDJPY,2022-04,3,1,2,-1174.6244861791288,0.21100131145396567
USDJPY,2022-05,4,1,3,-1952.183548506708,0.044943958071332696
USDJPY,2022-06,5,5,0,727.7907288212164,inf
USDJPY,2022-07,7,2,5,-1644.8318217294873,0.20452718549800308
USDJPY,2022-08,6,4,2,160.33989579529248,1.1539325696968314
USDJPY,2022-09,5,4,1,511.2512321340365,1.7084827060625547
USDJPY,2022-11,4,3,1,55.46670590195146,1.0801708517790525
USDJPY,2022-12,4,2,2,-632.5652413532283,0.3402548515078328
USDJPY,2023-01,5,3,2,176.91395836107233,1.304437920850886
USDJPY,2023-02,1,1,0,173.27927014220847,inf
USDJPY,2023-03,1,1,0,270.8759571234475,inf
USDJPY,2023-04,2,0,2,-1288.9877678817847,0.0
USDJPY,2023-05,3,1,2,-551.1793800647677,0.3649537602446228
USDJPY,2023-06,4,0,4,-1947.5955838130246,0.0
USDJPY,2023-07,4,2,2,-233.8422111872983,0.6914406774427053
USDJPY,2023-08,5,3,2,-358.26833730706414,0.46210386472889264
USDJPY,2023-09,2,2,0,160.38980011887742,inf
USDJPY,2023-10,1,1,0,8.83060470528413,inf
USDJPY,2023-11,3,2,1,-277.32203205286874,0.5120714002941814
USDJPY,2024-02,1,1,0,121.74601414498454,inf
USDJPY,2024-03,2,1,1,-219.76551574761407,0.32453618434766757
USDJPY,2024-05,2,0,2,-726.3419111779651,0.0
USDJPY,2024-06,3,1,2,-629.9324902285987,0.02006996110206764
USDJPY,2024-07,4,1,3,-1350.369231584108,0.06762634919960857
USDJPY,2024-08,1,0,1,-565.615558507952,0.0
USDJPY,2024-09,2,0,2,-1311.1464305455443,0.0
USDJPY,2024-10,1,1,0,273.01758868046727,inf
USDJPY,2024-12,1,1,0,147.35026800268025,inf
USDJPY,2025-01,3,1,2,-956.1983221988193,0.0976428239717295
USDJPY,2025-04,1,1,0,275.79952164258697,inf
USDJPY,2025-05,1,0,1,-32.64386779262771,0.0
USDJPY,2025-06,2,1,1,-488.1443268060883,0.14638611619775174
USDJPY,2025-07,5,3,2,-609.7761540791047,0.3796544590236475
USDJPY,2025-08,1,1,0,200.97999898973018,inf
USDJPY,2025-09,3,2,1,-201.78586811965562,0.4217208835455494
USDJPY,2025-10,1,0,1,-380.66069846932754,0.0
USDJPY,2025-11,1,0,1,-195.06351389868354,0.0
USDJPY,2025-12,1,1,0,55.26612900667406,inf
