pair,year,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2022,47,24,23,-7883.436070902378,0.3980520141554379
USDJPY,2023,31,16,15,-3866.9057218559183,0.4209405914012486
USDJPY,2024,17,6,11,-4261.05726696365,0.15111725419979405
USDJPY,2025,19,10,9,-2332.2271017253156,0.34704349953118235
