pair,year,trades,wins,losses,net_pnl_usd,profit_factor
AUDUSD,2025,1,0,1,-843.1998967060755,0.0
EURUSD,2025,2,0,2,-1579.0116863503515,0.0
GBPJPY,2025,2,0,2,-1610.7232680834732,0.0
GBPUSD,2025,1,0,1,-825.7685256296771,0.0
USDCAD,2025,2,0,2,-1478.9712486853,0.0
USDCHF,2025,1,0,1,-857.634842877335,0.0
USDJPY,2025,1,1,0,543.9438047650085,inf
