run_id,pid,timestamp,record_type,usable_for_research,usable_for_ranking,data
5a3b8cb8,6340,2026-05-14T22:52:08.854878,IO_TEST_ONLY,NO,NO,IO_PROBE_0
5a3b8cb8,6340,2026-05-14T22:52:08.955550,IO_TEST_ONLY,NO,NO,IO_PROBE_1
5a3b8cb8,6340,2026-05-14T22:52:09.055890,IO_TEST_ONLY,NO,NO,IO_PROBE_2
5a3b8cb8,6340,2026-05-14T22:52:09.156655,IO_TEST_ONLY,NO,NO,IO_PROBE_3
5a3b8cb8,6340,2026-05-14T22:52:09.256998,IO_TEST_ONLY,NO,NO,IO_PROBE_4
