run_id,pid,timestamp,record_type,usable_for_research,usable_for_ranking,data
ed61c004,13224,2026-05-14T22:52:39.594803,IO_TEST_ONLY,NO,NO,IO_PROBE_0
ed61c004,13224,2026-05-14T22:52:39.695176,IO_TEST_ONLY,NO,NO,IO_PROBE_1
ed61c004,13224,2026-05-14T22:52:39.795837,IO_TEST_ONLY,NO,NO,IO_PROBE_2
ed61c004,13224,2026-05-14T22:52:39.896596,IO_TEST_ONLY,NO,NO,IO_PROBE_3
ed61c004,13224,2026-05-14T22:52:39.996924,IO_TEST_ONLY,NO,NO,IO_PROBE_4
