csr_h1_adx_max,csr_m15_extension_atr,csr_reversal_body_atr_min,stop_atr_multiple,csr_take_profit_rr_cap,score,initial_capital,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,profit_factor,total_trades,wins,losses,break_even_trades,win_rate_pct,trades_per_month,profit_month_ratio,avg_monthly_net_pnl_usd,expectancy_usd,avg_trade_minutes,median_trade_minutes,max_consecutive_wins,max_consecutive_losses
18.0,0.45,0.05,0.6,0.6,-11.942456257474944,100000.0,99565.02420167834,-0.43497579832165734,0.5035183250169648,-0.5429291765333578,0.13612717410632988,2,1,1,0,50.0,1.0,0.5,-217.48789916082833,-217.48789916082833,7.5,7.5,1,1
18.0,0.45,0.1,0.6,0.6,-11.942456257474944,100000.0,99565.02420167834,-0.43497579832165734,0.5035183250169648,-0.5429291765333578,0.13612717410632988,2,1,1,0,50.0,1.0,0.5,-217.48789916082833,-217.48789916082833,7.5,7.5,1,1
18.0,0.55,0.05,0.6,0.6,-11.942456257474944,100000.0,99565.02420167834,-0.43497579832165734,0.5035183250169648,-0.5429291765333578,0.13612717410632988,2,1,1,0,50.0,1.0,0.5,-217.48789916082833,-217.48789916082833,7.5,7.5,1,1
18.0,0.55,0.1,0.6,0.6,-11.942456257474944,100000.0,99565.02420167834,-0.43497579832165734,0.5035183250169648,-0.5429291765333578,0.13612717410632988,2,1,1,0,50.0,1.0,0.5,-217.48789916082833,-217.48789916082833,7.5,7.5,1,1
18.0,0.45,0.05,0.6,0.4,-47.533129835197094,100000.0,99495.26716640042,-0.504732833599586,0.5047328335995844,-0.6365202648422182,0.0,2,0,2,0,0.0,1.0,0.0,-252.36641679979442,-252.36641679979442,5.0,5.0,0,2
18.0,0.45,0.1,0.6,0.4,-47.533129835197094,100000.0,99495.26716640042,-0.504732833599586,0.5047328335995844,-0.6365202648422182,0.0,2,0,2,0,0.0,1.0,0.0,-252.36641679979442,-252.36641679979442,5.0,5.0,0,2
18.0,0.55,0.05,0.6,0.4,-47.533129835197094,100000.0,99495.26716640042,-0.504732833599586,0.5047328335995844,-0.6365202648422182,0.0,2,0,2,0,0.0,1.0,0.0,-252.36641679979442,-252.36641679979442,5.0,5.0,0,2
18.0,0.55,0.1,0.6,0.4,-47.533129835197094,100000.0,99495.26716640042,-0.504732833599586,0.5047328335995844,-0.6365202648422182,0.0,2,0,2,0,0.0,1.0,0.0,-252.36641679979442,-252.36641679979442,5.0,5.0,0,2
