timestamp,currency,importance,event,country,source,hard_event,event_tier
2020-01-02 03:15:00-05:00,EUR,1,Spanish Manufacturing PMI,,csv,True,hard
2020-01-02 03:45:00-05:00,EUR,1,Italian Manufacturing PMI,,csv,True,hard
2020-01-02 03:50:00-05:00,EUR,1,French Final Manufacturing PMI,,csv,True,hard
2020-01-02 03:55:00-05:00,EUR,1,German Final Manufacturing PMI,,csv,True,hard
2020-01-02 04:00:00-05:00,EUR,1,Final Manufacturing PMI,,csv,True,hard
2020-01-02 09:45:00-05:00,USD,1,Final Manufacturing PMI,,csv,True,hard
2020-01-02 15:30:00-05:00,USD,1,FOMC Member Brainard Speaks,,csv,True,hard
2020-01-03 02:45:00-05:00,EUR,1,French Prelim CPI m/m,,csv,True,hard
2020-01-03 03:00:00-05:00,EUR,1,Spanish Unemployment Change,,csv,True,hard
2020-01-03 03:55:00-05:00,EUR,1,German Unemployment Change,,csv,True,hard
2020-01-03 10:00:00-05:00,USD,3,ISM Manufacturing PMI,,csv,True,hard
2020-01-03 14:00:00-05:00,USD,3,FOMC Meeting Minutes,,csv,True,hard
2020-01-03 15:29:59-05:00,EUR,1,German Prelim CPI m/m,,csv,True,hard
2020-01-03 15:30:00-05:00,USD,2,FOMC Member Kaplan Speaks,,csv,True,hard
2020-01-04 15:30:00-05:00,USD,2,FOMC Member Williams Speaks,,csv,True,hard
2020-01-06 02:00:00-05:00,EUR,1,German Retail Sales m/m,,csv,True,hard
2020-01-06 03:15:00-05:00,EUR,1,Spanish Services PMI,,csv,True,hard
2020-01-06 03:45:00-05:00,EUR,1,Italian Services PMI,,csv,True,hard
2020-01-06 03:50:00-05:00,EUR,1,French Final Services PMI,,csv,True,hard
2020-01-06 03:55:00-05:00,EUR,1,German Final Services PMI,,csv,True,hard
2020-01-06 04:00:00-05:00,EUR,1,Final Services PMI,,csv,True,hard
2020-01-06 09:45:00-05:00,USD,1,Final Services PMI,,csv,True,hard
2020-01-06 15:30:00-05:00,EUR,1,Core CPI Flash Estimate y/y,,csv,True,hard
2020-01-06 15:30:00-05:00,EUR,1,Italian Prelim CPI m/m,,csv,True,hard
2020-01-06 15:30:00-05:00,EUR,1,Retail Sales m/m,,csv,True,hard
2020-01-06 15:30:00-05:00,USD,3,ISM Services PMI,,csv,True,hard
2020-01-07 05:00:00-05:00,EUR,2,CPI Flash Estimate y/y,,csv,True,hard
