pair,month,trades,wins,losses,net_pnl_usd,profit_factor
EURUSD,2021-03,1,0,1,-755.391010235174,0.0
EURUSD,2021-07,1,1,0,419.5802056250436,inf
EURUSD,2021-10,1,1,0,134.0385099472086,inf
