setup_tag,trades,wins,losses,win_rate_pct,profit_factor,net_pnl_usd,avg_r_multiple
post_expansion_mean_reversion,3,2,1,66.66666666666666,0.7328902622231306,-201.77229466292178,-0.06448664669495242
