trade_id,entry_time,side,entry_price,sl,tp,risk_pips,outcome,pnl_base,pnl_net_ftmo,commission_r,auditable_yes_no,non_auditable_reason
N/A,2018-07-02T16:00:00+00:00,SHORT,1.16096,1.16096,1.16369,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-03T11:24:00+00:00,SHORT,1.16538,1.16538,1.1665700000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-05T13:09:00+00:00,SHORT,1.17059,1.17059,1.1692739999999997,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-06T12:12:00+00:00,SHORT,1.17241,1.17241,1.1742860000000002,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-09T12:48:00+00:00,SHORT,1.1781,1.1781,1.1766159999999994,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-10T11:27:00+00:00,SHORT,1.17037,1.17037,1.1724139999999998,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-11T12:12:00+00:00,SHORT,1.17344,1.17344,1.1782560000000004,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-12T16:33:00+00:00,SHORT,1.16815,1.16815,1.1664559999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-13T14:00:00+00:00,SHORT,1.16529,1.16529,1.1672780000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-16T11:33:00+00:00,SHORT,1.17212,1.17212,1.1714059999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-17T13:51:00+00:00,SHORT,1.16918,1.16918,1.167724,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-18T12:30:00+00:00,SHORT,1.1623,1.1623,1.1653940000000005,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-19T11:57:00+00:00,SHORT,1.16009,1.1584899999999998,1.1623300000000003,16.0,TP,1.4,1.3688,0.0312,YES,NONE
N/A,2018-07-20T13:00:00+00:00,SHORT,1.17034,1.1701099999999998,1.170662,2.3,SL,-1.0,-1.2174,0.2174,YES,NONE
N/A,2018-07-23T19:18:00+00:00,SHORT,1.1694,1.1685,1.1706600000000005,9.0,TP,1.4,1.3444,0.0556,YES,NONE
N/A,2018-07-24T14:27:00+00:00,SHORT,1.17027,1.17027,1.1681559999999995,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-25T12:00:00+00:00,SHORT,1.16916,1.16916,1.1678719999999996,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-26T18:00:00+00:00,SHORT,1.16521,1.16521,1.16437,0.0,SL,-1.0,-1.0,0.0,YES,NONE
N/A,2018-07-27T12:30:00+00:00,SHORT,1.16367,1.16367,1.1661060000000003,0.0,TP,1.4,1.4,0.0,YES,NONE
N/A,2018-07-31T11:39:00+00:00,SHORT,1.17359,1.17359,1.1723719999999993,0.0,SL,-1.0,-1.0,0.0,YES,NONE
