pair,year,trades,wins,losses,win_rate,total_pnl_r,total_pnl_usd,avg_pnl_r,max_drawdown_pct,profit_factor
EURUSD,2022,116,48,68,41.37931034482759,-31.9491053991733,-31949.10539917329,-0.27542332240666634,36.59215438960543,0.5687862930401147
EURUSD,2023,96,51,45,53.125,-8.564093876446574,-8564.093876446572,-0.08920931121298514,12.58100210687265,0.8341283496022138
EURUSD,2024,96,47,49,48.95833333333333,-19.938467737224748,-19938.46773722475,-0.2076923722627578,26.26732187906101,0.6534055655396405
EURUSD,2025,122,54,68,44.26229508196721,-31.578899548334192,-31578.89954833419,-0.25884343892077205,35.53777877703851,0.5891047661658819
