trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
1409,2021-03-01T14:30:00+00:00,2021-03-01T15:52:54.313000,SHORT,BE_STOP,0.0,-0.0216,0.0216
1410,2021-03-02T14:00:00+00:00,2021-03-02T14:05:43.127000,LONG,BE_STOP,0.0,-0.0962,0.0962
1411,2021-03-03T12:36:00+00:00,2021-03-03T13:07:33.278000,LONG,SL,-1.0,-1.0515,0.0515
1412,2021-03-04T17:09:00+00:00,2021-03-04T17:26:03.838000,SHORT,TP,1.4,1.3635,0.0365
1413,2021-03-08T13:12:00+00:00,2021-03-08T13:39:42.329000,LONG,BE_STOP,0.0,-0.0472,0.0472
1414,2021-03-10T13:30:00+00:00,2021-03-10T15:14:22.486000,LONG,BE_STOP,0.0,-0.0212,0.0212
1415,2021-03-11T15:36:00+00:00,2021-03-11T16:43:45.026000,LONG,TP,1.4,1.3704,0.0296
1416,2021-03-12T15:03:00+00:00,2021-03-12T21:59:59.385000,LONG,TIME_EXIT,0.4436,0.4241,0.0195
1417,2021-03-15T14:12:00+00:00,2021-03-15T15:31:02.938000,LONG,BE_STOP,0.0,-0.0407,0.0407
1418,2021-03-16T11:21:00+00:00,2021-03-16T11:54:52.416000,LONG,BE_STOP,0.0,-0.1,0.1
1419,2021-03-17T11:06:00+00:00,2021-03-17T11:17:48.811000,SHORT,TP,1.4,1.3206,0.0794
1420,2021-03-18T13:06:00+00:00,2021-03-18T14:04:03.090000,SHORT,BE_STOP,0.0,-0.0532,0.0532
1421,2021-03-19T12:45:00+00:00,2021-03-19T13:01:38.976000,SHORT,BE_STOP,0.0,-0.041,0.041
1422,2021-03-22T11:00:00+00:00,2021-03-22T11:22:18.145000,LONG,TP,1.4,1.3324,0.0676
1423,2021-03-23T11:00:00+00:00,2021-03-23T11:06:05.549000,SHORT,BE_STOP,0.0,-0.122,0.122
1424,2021-03-24T12:36:00+00:00,2021-03-24T12:55:24.073000,SHORT,BE_STOP,0.0,-0.0746,0.0746
1425,2021-03-25T11:06:00+00:00,2021-03-25T12:20:03.136000,LONG,SL,-1.0,-1.0352,0.0352
1426,2021-03-26T17:24:00+00:00,2021-03-26T17:40:39.121000,SHORT,BE_STOP,0.0,-0.0893,0.0893
1427,2021-03-29T11:24:00+00:00,2021-03-29T12:13:12.848000,LONG,TP,1.4,1.3438,0.0562
1428,2021-03-30T11:51:00+00:00,2021-03-30T12:56:21.052000,LONG,SL,-1.0,-1.0407,0.0407
1429,2021-03-31T15:18:00+00:00,2021-03-31T15:42:57.552000,SHORT,BE_STOP,0.0,-0.0281,0.0281
