run_id,writer_pid,family_id,config_id,month,signal_time,fill_created,rejection_reason,engine_instance_id,status
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T06:35:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T06:40:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T06:45:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T06:50:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T06:55:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T19:15:00,True,SIGNAL,aeb2f02d_F06_RERUN_0001_2022-05,ACCEPTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T19:20:00,True,SIGNAL,aeb2f02d_F06_RERUN_0001_2022-05,ACCEPTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T19:30:00,True,SIGNAL,aeb2f02d_F06_RERUN_0001_2022-05,ACCEPTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T22:10:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-02T22:25:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T00:05:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T00:30:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T00:35:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T00:45:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T00:55:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
aeb2f02d,12080,F06,F06_RERUN_0001,2022-05,2022-05-03T04:30:00,False,BLOCKED_BY_SCHEDULE,aeb2f02d_F06_RERUN_0001_2022-05,REJECTED
